property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study_room,servant_room,store_room,pooja_room,others,furnishing_type,luxury_score
flat,,,1.65,13012.62,0,0,0,0.0,New Property,1268.0,0,0,0,0,0,Semi-Furnished,8
flat,,,13.5,39130.43,0,0,0,0.0,New Property,3450.0,0,0,0,0,0,Semi-Furnished,8
flat,,,2.45,14411.76,0,0,0,0.0,New Property,1700.0,0,0,0,0,0,Semi-Furnished,8
flat,,,2.9,17901.23,0,0,0,0.0,New Property,1620.0,0,0,0,0,0,Semi-Furnished,8
flat,,,2.55,11860.47,0,0,0,0.0,New Property,2150.0,0,0,0,0,0,Semi-Furnished,8
flat,,,4.75,24409.04,0,0,0,0.0,New Property,1946.0,0,0,0,0,0,Semi-Furnished,8
flat,,,3.39,17842.11,0,0,0,0.0,New Property,1900.0,0,0,0,0,0,Unfurnished,15
flat,,,4.8,24000.0,0,0,0,0.0,New Property,2000.0,0,0,0,0,0,Furnished,15
flat,,,10.0,36982.25,0,0,0,0.0,New Property,2704.0,0,0,0,0,0,Semi-Furnished,8
flat,,,4.2,17500.0,0,0,0,0.0,New Property,2400.0,0,0,0,0,0,Semi-Furnished,8
flat,,,3.0,13043.48,0,0,0,0.0,New Property,2300.0,0,0,0,0,0,Semi-Furnished,8
flat,,,3.35,11964.29,0,0,0,0.0,New Property,2800.0,0,0,0,0,0,Semi-Furnished,8
flat,,,1.35,11250.0,0,0,0,0.0,New Property,1200.0,0,0,0,0,0,Semi-Furnished,8
flat,,,2.8,17500.0,0,0,0,1.0,New Property,1600.0,0,0,0,0,0,Semi-Furnished,8
flat,,,0.82,9647.06,0,0,0,0.0,New Property,850.0,0,0,0,0,0,Furnished,15
flat,,,4.3,20673.08,0,0,0,0.0,,2080.0,0,0,0,0,0,,0
flat,,,5.99,19303.9,0,0,0,0.0,New Property,3103.0,0,0,0,0,0,Unfurnished,15
flat,,,6.5,34210.53,0,0,0,0.0,New Property,1900.0,0,0,0,0,0,Unfurnished,15
flat,,,2.67,17800.0,0,0,0,0.0,New Property,1500.0,0,0,0,0,0,Unfurnished,15
flat,,,8.5,17708.33,0,0,0,0.0,New Property,4800.0,0,0,0,0,0,Semi-Furnished,8
flat,,,3.6,14229.25,0,0,0,0.0,New Property,2530.0,0,0,0,0,0,Semi-Furnished,8
flat,,,2.85,16493.06,0,0,0,0.0,New Property,1728.0,0,0,0,0,0,Furnished,15
flat,,,4.18,19000.0,0,0,0,0.0,New Property,2200.0,0,0,0,0,0,Semi-Furnished,8
flat,,,8.0,24242.42,0,0,0,0.0,,3300.0,0,0,0,0,0,Unfurnished,15
flat,,,0.48,8571.43,0,0,0,0.0,New Property,560.0,0,0,0,0,0,Semi-Furnished,8
flat,,,3.35,35638.3,0,0,0,0.0,,940.0,0,0,0,0,0,Semi-Furnished,8
flat,,,1.2,4285.71,0,0,0,0.0,New Property,2800.0,0,0,0,0,0,Semi-Furnished,8
flat,,,2.0,11834.32,0,0,0,0.0,New Property,1690.0,0,0,0,0,0,Semi-Furnished,8
flat,,,2.9,19917.58,0,0,0,0.0,New Property,1456.0,0,0,0,0,0,Unfurnished,15
flat,,,2.3,15333.33,0,0,0,0.0,New Property,1500.0,0,0,0,0,0,Semi-Furnished,8
flat,,,10.0,200000.0,0,0,0,0.0,New Property,500.0,0,0,0,0,0,Semi-Furnished,8
flat,,,110.0,100000.0,0,0,0,0.0,New Property,11000.0,0,0,0,0,0,Unfurnished,15
flat,,,3.77,18859.43,0,0,0,0.0,,1999.0,0,0,0,0,0,Semi-Furnished,8
flat,,,3.95,25483.87,0,0,0,0.0,New Property,1550.0,0,0,0,0,0,Semi-Furnished,8
flat,,,1.65,9874.33,0,0,0,0.0,New Property,1671.0,0,0,0,0,0,Semi-Furnished,8
flat,,,20.0,52673.16,0,0,0,0.0,New Property,3797.0,0,0,0,0,0,Semi-Furnished,8
flat,,,2.1,11116.99,0,0,0,0.0,New Property,1889.0,0,0,0,0,0,Semi-Furnished,8
flat,,,1.58,15800.0,0,0,0,0.0,New Property,1000.0,0,0,0,0,0,Semi-Furnished,8
flat,,,0.85,34000.0,0,0,0,0.0,New Property,250.0,0,0,0,0,0,Semi-Furnished,8
flat,,,1.65,8354.43,0,0,0,0.0,New Property,1975.0,0,0,0,0,0,Semi-Furnished,8
flat,,,3.7,20821.61,0,0,0,0.0,New Property,1777.0,0,0,0,0,0,Semi-Furnished,8
flat,,,2.7,17088.61,0,0,0,0.0,New Property,1580.0,0,0,0,0,0,Semi-Furnished,8
flat,,,3.0,17523.36,0,0,0,0.0,New Property,1712.0,0,0,0,0,0,Semi-Furnished,8
flat,,,1.55,7045.45,0,0,0,0.0,New Property,2200.0,0,0,0,0,0,Semi-Furnished,8
flat,,,1.9,15833.33,0,0,0,0.0,New Property,1200.0,0,0,0,0,0,Semi-Furnished,8
flat,,,2.17,18869.57,0,0,0,0.0,New Property,1150.0,0,0,0,0,0,Semi-Furnished,8
flat,,,0.25,2396.93,0,0,0,0.0,New Property,1043.0,0,0,0,0,0,Unfurnished,15
flat,,,2.5,17170.33,0,0,0,0.0,New Property,1456.0,0,0,0,0,0,Semi-Furnished,8
flat,,,4.5,13888.89,0,0,0,0.0,New Property,3240.0,0,0,0,0,0,Semi-Furnished,8
flat,,,2.5,12500.0,0,0,0,0.0,New Property,2000.0,0,0,0,0,0,Semi-Furnished,8
flat,,,0.847,9964.71,0,0,0,0.0,New Property,850.0,0,0,0,0,0,Semi-Furnished,8
flat,,,0.289,6450.89,0,0,0,0.0,New Property,448.0,0,0,0,0,0,Unfurnished,15
flat,,,18.0,50000.0,0,0,0,0.0,New Property,3600.0,0,0,0,0,0,Semi-Furnished,8
flat,,,1.7,24890.19,0,0,0,0.0,New Property,683.0,0,0,0,0,0,Semi-Furnished,8
flat,,,2.2,18257.26,0,0,0,0.0,New Property,1205.0,0,0,0,0,0,Semi-Furnished,8
flat,,,1.95,13052.21,0,0,0,0.0,New Property,1494.0,0,0,0,0,0,Furnished,15
flat,,,0.58,9220.99,0,0,0,0.0,New Property,629.0,0,0,0,0,0,Semi-Furnished,8
flat,,,1.85,11935.48,0,0,0,0.0,New Property,1550.0,0,0,0,0,0,Semi-Furnished,8
flat,,,3.55,21792.51,0,0,0,0.0,New Property,1629.0,0,0,0,0,0,Semi-Furnished,8
flat,,,8.6,30913.01,0,0,0,0.0,,2782.0,0,0,0,0,0,Semi-Furnished,8
flat,,,1.0,16528.93,0,0,0,0.0,New Property,605.0,0,0,0,0,0,Semi-Furnished,8
flat,,,3.0,14285.71,0,0,0,0.0,New Property,2100.0,0,0,0,0,0,Semi-Furnished,8
flat,,,1.95,21666.67,0,0,0,0.0,New Property,900.0,0,0,0,0,0,Unfurnished,15
flat,,,5.76,24562.9,0,0,0,0.0,New Property,2345.0,0,0,0,0,0,Unfurnished,15
flat,,,0.7,10852.71,0,0,0,0.0,New Property,645.0,0,0,0,0,0,Unfurnished,15
flat,,,2.36,13485.71,0,0,0,0.0,New Property,1750.0,0,0,0,0,0,Semi-Furnished,8
flat,,,3.05,18484.85,0,0,0,0.0,New Property,1650.0,0,0,0,0,0,Semi-Furnished,8
flat,,,12.75,17000.0,0,0,0,0.0,New Property,7500.0,0,0,0,0,0,Semi-Furnished,8
flat,,,1.45,20714.29,0,0,0,0.0,New Property,700.0,0,0,0,0,0,Furnished,15
flat,,,1.7,13600.0,0,0,0,0.0,,1250.0,0,0,0,0,0,Semi-Furnished,8
flat,,,3.53,7510.64,0,0,0,0.0,New Property,4700.0,0,0,0,0,0,Semi-Furnished,8
flat,,,3.1,13425.73,0,0,0,0.0,,2309.0,0,0,0,0,0,Semi-Furnished,8
flat,,,3.65,15883.38,0,0,0,0.0,,2298.0,0,0,0,0,0,Unfurnished,15
flat,,,4.2,18404.91,0,0,0,0.0,,2282.0,0,0,0,0,0,Semi-Furnished,8
flat,,,1.3,14444.44,0,0,0,0.0,New Property,900.0,0,0,0,0,0,Semi-Furnished,8
flat,,,2.0,14285.71,0,0,0,0.0,New Property,1400.0,0,0,0,0,0,Semi-Furnished,8
flat,,,0.78,11142.86,0,0,0,0.0,New Property,700.0,0,0,0,0,0,Unfurnished,15
flat,,,4.2,17427.39,0,0,0,0.0,New Property,2410.0,0,0,0,0,0,Semi-Furnished,8
flat,,,0.36,6206.9,0,0,0,0.0,New Property,580.0,0,0,0,0,0,Unfurnished,15
flat,,,0.563,5118.18,0,0,0,0.0,New Property,1100.0,0,0,0,0,0,Semi-Furnished,8
flat,,,0.21,55263.16,0,0,0,0.0,New Property,38.0,0,0,0,0,0,Unfurnished,15
flat,,,3.1,9538.46,0,0,0,0.0,New Property,3250.0,0,0,0,0,0,Semi-Furnished,8
flat,,,2.26,9779.32,0,0,0,0.0,New Property,2311.0,0,0,0,0,0,Unfurnished,15
flat,,,2.1,11052.63,0,0,0,0.0,New Property,1900.0,0,0,0,0,0,Unfurnished,15
flat,,,0.5,4761.9,0,0,0,0.0,New Property,1050.0,0,0,0,0,0,Unfurnished,15
flat,,,1.9,7755.1,0,0,0,0.0,New Property,2450.0,0,0,0,0,0,Semi-Furnished,8
flat,,,1.85,7551.02,0,0,0,0.0,New Property,2450.0,0,0,0,0,0,Semi-Furnished,8
flat,,,2.25,10227.27,0,0,0,0.0,New Property,2200.0,0,0,0,0,0,Semi-Furnished,8
flat,,,0.78,5777.78,0,0,0,0.0,New Property,1350.0,0,0,0,0,0,Semi-Furnished,8
flat,,,1.9,11656.44,0,0,0,0.0,New Property,1630.0,0,0,0,0,0,Unfurnished,15
flat,,,5.5,23474.18,0,0,0,0.0,New Property,2343.0,0,0,0,0,0,Unfurnished,15
flat,,,5.5,25882.35,0,0,0,0.0,New Property,2125.0,0,0,0,0,0,Semi-Furnished,8
flat,,,1.35,9882.87,0,0,0,0.0,New Property,1366.0,0,0,0,0,0,Semi-Furnished,8
flat,,,0.4,4705.88,0,0,0,0.0,New Property,850.0,0,0,0,0,0,Semi-Furnished,8
flat,,,1.99,18738.23,0,0,0,0.0,New Property,1062.0,0,0,0,0,0,Semi-Furnished,8
flat,,,2.0,11331.44,0,0,0,0.0,New Property,1765.0,0,0,0,0,0,Unfurnished,15
flat,,,2.2,16603.77,0,0,0,2.0,New Property,1325.0,0,0,0,0,0,Semi-Furnished,8
flat,,,0.86,15194.35,0,0,0,0.0,New Property,566.0,0,0,0,0,0,Unfurnished,15
flat,,,1.5,10830.32,0,0,0,0.0,,1385.0,0,0,0,0,0,Semi-Furnished,8
flat,,,2.5,31250.0,0,0,0,0.0,New Property,800.0,0,0,0,0,0,Furnished,15
flat,,,1.6,12260.54,0,0,0,0.0,,1305.0,0,0,0,0,0,Semi-Furnished,8
flat,,,1.4,10332.1,0,0,0,0.0,New Property,1355.0,0,0,0,0,0,Semi-Furnished,8
flat,,,1.3,10924.37,0,0,0,0.0,,1190.0,0,0,0,0,0,Furnished,15
flat,,,10.75,27215.19,0,0,0,0.0,New Property,3950.0,0,0,0,0,0,Semi-Furnished,8
flat,,,10.48,48586.0,0,0,0,0.0,New Property,2157.0,0,0,0,0,0,Unfurnished,15
flat,,,3.15,13229.74,0,0,0,0.0,New Property,2381.0,0,0,0,0,0,Furnished,15
flat,,,0.57,4750.0,0,0,0,0.0,New Property,1200.0,0,0,0,0,0,Semi-Furnished,8
flat,,,5.25,15000.0,0,0,0,0.0,New Property,3500.0,0,0,0,0,0,Unfurnished,15
flat,,,2.61,19120.88,0,0,0,0.0,New Property,1365.0,0,0,0,0,0,Unfurnished,15
flat,,,3.4,16983.02,0,0,0,0.0,New Property,2002.0,0,0,0,0,0,Semi-Furnished,8
flat,,,2.3,17358.49,0,0,0,0.0,New Property,1325.0,0,0,0,0,0,Unfurnished,15
flat,,,1.85,14800.0,0,0,0,0.0,New Property,1250.0,0,0,0,0,0,Unfurnished,15
flat,,,9.6,27272.73,0,0,0,0.0,New Property,3520.0,0,0,0,0,0,Unfurnished,15
flat,,,2.3,18400.0,0,0,0,0.0,New Property,1250.0,0,0,0,0,0,Semi-Furnished,8
flat,,,2.61,14184.78,0,0,0,0.0,New Property,1840.0,0,0,0,0,0,Semi-Furnished,8
flat,,,1.75,12195.12,0,0,0,0.0,New Property,1435.0,0,0,0,0,0,Semi-Furnished,8
flat,,,1.7,11724.14,0,0,0,0.0,New Property,1450.0,0,0,0,0,0,Semi-Furnished,8
flat,,,3.7,28461.54,0,0,0,0.0,,1300.0,0,0,0,0,0,Unfurnished,15
flat,,,3.35,19705.88,0,0,0,0.0,New Property,1700.0,0,0,0,0,0,Semi-Furnished,8
flat,,,1.3,18705.04,0,0,0,0.0,,695.0,0,0,0,0,0,Unfurnished,15
flat,,,2.25,17307.69,0,0,0,0.0,New Property,1300.0,0,0,0,0,0,Semi-Furnished,8
flat,,,5.49,19607.14,0,0,0,0.0,New Property,2800.0,0,0,0,0,0,Semi-Furnished,8
flat,,,0.52,10400.0,0,0,0,0.0,New Property,500.0,0,0,0,0,0,Semi-Furnished,8
flat,,,1.35,6155.95,0,0,0,0.0,New Property,2193.0,0,0,0,0,0,Semi-Furnished,8
flat,,,1.59,14454.55,0,0,0,0.0,New Property,1100.0,0,0,0,0,0,Semi-Furnished,8
flat,,,2.75,26066.35,0,0,0,0.0,New Property,1055.0,0,0,0,0,0,Semi-Furnished,8
flat,,,0.268,4837.55,0,0,0,0.0,New Property,554.0,0,0,0,0,0,Unfurnished,15
flat,,,3.0,11933.17,0,0,0,0.0,,2514.0,0,0,0,0,0,Unfurnished,15
flat,,,2.25,14423.08,0,0,0,0.0,New Property,1560.0,0,0,0,0,0,Unfurnished,15
flat,,,4.74,33881.34,0,0,0,0.0,,1399.0,0,0,0,0,0,Semi-Furnished,8
flat,,,2.3,13939.39,0,0,0,0.0,New Property,1650.0,0,0,0,0,0,Semi-Furnished,8
flat,,,0.52,5777.78,0,0,0,0.0,New Property,900.0,0,0,0,0,0,Unfurnished,15
flat,,,2.0,11267.61,0,0,0,0.0,New Property,1775.0,0,0,0,0,0,Semi-Furnished,8
flat,,,3.2,23827.25,0,0,0,0.0,New Property,1343.0,0,0,0,0,0,Unfurnished,15
flat,,,2.16,24324.32,0,0,0,0.0,New Property,888.0,0,0,0,0,0,Unfurnished,15
flat,,,1.9,14074.07,0,0,0,0.0,New Property,1350.0,0,0,0,0,0,Semi-Furnished,8
flat,,,0.9,5000.0,0,0,0,0.0,New Property,1800.0,0,0,0,0,0,Unfurnished,15
flat,,,2.35,12002.04,0,0,0,0.0,New Property,1958.0,0,0,0,0,0,Semi-Furnished,8
flat,,,4.5,15000.0,0,0,0,0.0,New Property,3000.0,0,0,0,0,0,Furnished,15
flat,,,1.55,10877.19,0,0,0,0.0,New Property,1425.0,0,0,0,0,0,Semi-Furnished,8
flat,,,2.2,14193.55,0,0,0,0.0,New Property,1550.0,0,0,0,0,0,Semi-Furnished,8
flat,,,1.75,11666.67,0,0,0,0.0,New Property,1500.0,0,0,0,0,0,Semi-Furnished,8
flat,,,2.24,4392.16,0,0,0,0.0,New Property,5100.0,0,0,0,0,0,Semi-Furnished,8
flat,,,1.5,15000000.0,0,0,0,0.0,New Property,1.0,0,0,0,0,0,Unfurnished,15
flat,,,1.6,8888.89,0,0,0,0.0,New Property,1800.0,0,0,0,0,0,Semi-Furnished,8
flat,,,2.5,7407.41,0,0,0,0.0,New Property,3375.0,0,0,0,0,0,Semi-Furnished,8
flat,,,1.4,6511.63,0,0,0,0.0,New Property,2150.0,0,0,0,0,0,Furnished,15
flat,,,1.35,9642.86,0,0,0,0.0,New Property,1400.0,0,0,0,0,0,Semi-Furnished,8
flat,,,2.55,16612.38,0,0,0,0.0,New Property,1535.0,0,0,0,0,0,Semi-Furnished,8
flat,,,1.35,15446.22,0,0,0,0.0,New Property,874.0,0,0,0,0,0,Furnished,15
flat,,,1.9,11091.65,0,0,0,0.0,New Property,1713.0,0,0,0,0,0,Semi-Furnished,8
flat,,,1.65,6875.0,0,0,0,0.0,New Property,2400.0,0,0,0,0,0,Semi-Furnished,8
flat,,,2.59,14269.97,0,0,0,0.0,,1815.0,0,0,0,0,0,Semi-Furnished,8
flat,,,0.88,6518.52,0,0,0,0.0,New Property,1350.0,0,0,0,0,0,Semi-Furnished,8
flat,,,1.2,17391.3,0,0,0,0.0,New Property,690.0,0,0,0,0,0,Semi-Furnished,8
flat,,,1.25,9689.92,0,0,0,0.0,New Property,1290.0,0,0,0,0,0,Semi-Furnished,8
flat,,,2.0,15384.62,0,0,0,0.0,New Property,1300.0,0,0,0,0,0,Unfurnished,15
flat,,,8.0,27874.56,0,0,0,0.0,New Property,2870.0,0,0,0,0,0,Semi-Furnished,8
flat,,,1.15,18341.31,0,0,0,0.0,New Property,627.0,0,0,0,0,0,Semi-Furnished,8
flat,,,1.15,7666.67,0,0,0,0.0,New Property,1500.0,0,0,0,0,0,Furnished,15
flat,,,1.34,12558.58,0,0,0,0.0,New Property,1067.0,0,0,0,0,0,Unfurnished,15
flat,,,2.2,18107.0,0,0,0,0.0,New Property,1215.0,0,0,0,0,0,Semi-Furnished,8
flat,,,2.5,14775.41,0,0,0,0.0,New Property,1692.0,0,0,0,0,0,Furnished,15
flat,,,4.5,21929.82,0,0,0,0.0,New Property,2052.0,0,0,0,0,0,Semi-Furnished,8
flat,,,3.1,11272.73,0,0,0,0.0,New Property,2750.0,0,0,0,0,0,Semi-Furnished,8
flat,,,2.2,20952.38,0,0,0,0.0,New Property,1050.0,0,0,0,0,0,Semi-Furnished,8
flat,,,3.5,10961.48,0,0,0,0.0,New Property,3193.0,0,0,0,0,0,Semi-Furnished,8
flat,,,3.45,19714.29,0,0,0,0.0,New Property,1750.0,0,0,0,0,0,Semi-Furnished,8
flat,,,2.2,24444.44,0,0,0,0.0,New Property,900.0,0,0,0,0,0,Furnished,15
flat,,,1.44,105882.35,0,0,0,0.0,,136.0,0,0,0,0,0,Semi-Furnished,8
flat,,,1.99,8486.14,0,0,0,0.0,New Property,2345.0,0,0,0,0,0,Furnished,15
flat,,,2.37,8464.29,0,0,0,0.0,New Property,2800.0,0,0,0,0,0,Unfurnished,15
flat,,,0.8,4545.45,0,0,0,0.0,New Property,1760.0,0,0,0,0,0,Furnished,15
flat,,,0.75,4350.35,0,0,0,0.0,New Property,1724.0,0,0,0,0,0,Semi-Furnished,8
flat,,,2.45,15806.45,0,0,0,0.0,,1550.0,0,0,0,0,0,Semi-Furnished,8
flat,,,1.55,12081.06,0,0,0,0.0,,1283.0,0,0,0,0,0,Furnished,15
flat,,,1.3,13000.0,0,0,0,0.0,New Property,1000.0,0,0,0,0,0,Unfurnished,15
flat,,,6.0,17142.86,0,0,0,0.0,New Property,3500.0,0,0,0,0,0,Semi-Furnished,8
flat,,,4.5,18488.09,0,0,0,0.0,New Property,2434.0,0,0,0,0,0,Semi-Furnished,8
flat,,,3.8,29230.77,0,0,0,0.0,New Property,1300.0,0,0,0,0,0,Semi-Furnished,8
flat,,,3.2,16284.99,0,0,0,0.0,New Property,1965.0,0,0,0,0,0,Unfurnished,15
flat,,,3.9,34605.15,0,0,0,0.0,,1127.0,0,0,0,0,0,Semi-Furnished,8
flat,,,1.85,12856.15,0,0,0,0.0,New Property,1439.0,0,0,0,0,0,Furnished,15
flat,,,3.22,20125.0,0,0,0,0.0,,1600.0,0,0,0,0,0,Semi-Furnished,8
flat,,,1.65,11044.18,0,0,0,0.0,New Property,1494.0,0,0,0,0,0,Unfurnished,15
flat,,,5.25,18844.22,0,0,0,0.0,New Property,2786.0,0,0,0,0,0,,0
flat,,,2.1,10758.2,0,0,0,0.0,New Property,1952.0,0,0,0,0,0,,0
flat,,,0.46,11057.69,0,0,0,0.0,New Property,416.0,0,0,0,0,0,Semi-Furnished,8
flat,,,1.5,8333.33,0,0,0,0.0,,1800.0,0,0,0,0,0,Semi-Furnished,8
flat,,,1.35,9246.58,0,0,0,0.0,,1460.0,0,0,0,0,0,Furnished,15
flat,,,2.5,9252.41,0,0,0,0.0,New Property,2702.0,0,0,0,0,0,Semi-Furnished,8
flat,,,1.1,11235.96,0,0,0,0.0,New Property,979.0,0,0,0,0,0,Semi-Furnished,8
flat,,,1.5,19893.9,0,0,0,0.0,,754.0,0,0,0,0,0,Semi-Furnished,8
flat,,,2.24,13939.02,0,0,0,0.0,New Property,1607.0,0,0,0,0,0,Furnished,15
flat,,,2.1,15384.62,0,0,0,0.0,New Property,1365.0,0,0,0,0,0,Semi-Furnished,8
flat,,,2.1,15486.73,0,0,0,0.0,New Property,1356.0,0,0,0,0,0,Furnished,15
flat,,,1.89,13938.05,0,0,0,0.0,New Property,1356.0,0,0,0,0,0,Furnished,15
flat,,,1.5,14563.11,0,0,0,0.0,New Property,1030.0,0,0,0,0,0,Semi-Furnished,8
flat,,,1.9,9313.73,0,0,0,0.0,New Property,2040.0,0,0,0,0,0,Unfurnished,15
flat,,,2.3,9787.23,0,0,0,0.0,New Property,2350.0,0,0,0,0,0,Semi-Furnished,8
flat,,,1.46,8563.05,0,0,0,0.0,New Property,1705.0,0,0,0,0,0,Semi-Furnished,8
flat,,,1.45,8285.71,0,0,0,0.0,New Property,1750.0,0,0,0,0,0,Semi-Furnished,8
flat,,,1.65,8943.09,0,0,0,0.0,New Property,1845.0,0,0,0,0,0,Semi-Furnished,8
flat,,,3.6,25227.75,0,0,0,0.0,New Property,1427.0,0,0,0,0,0,Unfurnished,15
flat,,,0.9,12893.98,0,0,0,0.0,New Property,698.0,0,0,0,0,0,Semi-Furnished,8
flat,,,1.35,6484.15,0,0,0,0.0,New Property,2082.0,0,0,0,0,0,Semi-Furnished,8
flat,,,1.35,6428.57,0,0,0,0.0,New Property,2100.0,0,0,0,0,0,Semi-Furnished,8
flat,,,0.85,8525.58,0,0,0,0.0,New Property,997.0,0,0,0,0,0,Semi-Furnished,8
flat,,,0.53,4884.79,0,0,0,0.0,New Property,1085.0,0,0,0,0,0,Unfurnished,15
flat,,,1.1,7333.33,0,0,0,0.0,New Property,1500.0,0,0,0,0,0,Semi-Furnished,8
flat,,,1.01,6755.85,0,0,0,0.0,New Property,1495.0,0,0,0,0,0,Unfurnished,15
flat,,,3.64,11518.99,0,0,0,0.0,New Property,3160.0,0,0,0,0,0,Semi-Furnished,8
flat,,,3.6,12413.79,0,0,0,0.0,New Property,2900.0,0,0,0,0,0,Semi-Furnished,8
flat,,,3.95,15998.38,0,0,0,0.0,,2469.0,0,0,0,0,0,Semi-Furnished,8
flat,,,0.45,14331.21,0,0,0,0.0,New Property,314.0,0,0,0,0,0,Unfurnished,15
flat,,,2.76,13174.22,0,0,0,0.0,,2095.0,0,0,0,0,0,Unfurnished,15
flat,,,1.25,9889.24,0,0,0,0.0,,1264.0,0,0,0,0,0,Unfurnished,15
flat,,,5.25,17247.04,0,0,0,0.0,New Property,3044.0,0,0,0,0,0,Furnished,15
flat,,,5.0,19841.27,0,0,0,0.0,New Property,2520.0,0,0,0,0,0,Semi-Furnished,8
flat,,,2.25,9529.86,0,0,0,0.0,New Property,2361.0,0,0,0,0,0,Semi-Furnished,8
flat,,,8.5,23224.04,0,0,0,0.0,,3660.0,0,0,0,0,0,Semi-Furnished,8
flat,,,0.24,3692.31,0,0,0,0.0,New Property,650.0,0,0,0,0,0,Semi-Furnished,8
flat,,,1.3,13251.78,0,0,0,0.0,,981.0,0,0,0,0,0,Unfurnished,15
flat,,,0.6,9118.54,0,0,0,0.0,New Property,658.0,0,0,0,0,0,Unfurnished,15
flat,,,11.0,16176.47,0,0,0,0.0,New Property,6800.0,0,0,0,0,0,Semi-Furnished,8
flat,,,2.48,13971.83,0,0,0,0.0,New Property,1775.0,0,0,0,0,0,Unfurnished,15
flat,,,2.0,16000.0,0,0,0,0.0,New Property,1250.0,0,0,0,0,0,Semi-Furnished,8
flat,,,1.6,13333.33,0,0,0,0.0,,1200.0,0,0,0,0,0,Semi-Furnished,8
flat,,,2.2,16081.87,0,0,0,0.0,New Property,1368.0,0,0,0,0,0,Semi-Furnished,8
flat,,,3.9,7074.19,0,0,0,0.0,New Property,5513.0,0,0,0,0,0,Unfurnished,15
flat,,,3.9,15795.87,0,0,0,0.0,New Property,2469.0,0,0,0,0,0,Semi-Furnished,8
flat,,,3.85,19763.86,0,0,0,0.0,,1948.0,0,0,0,0,0,Semi-Furnished,8
flat,,,3.82,15969.9,0,0,0,0.0,,2392.0,0,0,0,0,0,Semi-Furnished,8
flat,,,8.0,34782.61,0,0,0,0.0,New Property,2300.0,0,0,0,0,0,Unfurnished,15
flat,,,1.2,9917.36,0,0,0,0.0,New Property,1210.0,0,0,0,0,0,Unfurnished,15
flat,,,0.2,5714.29,0,0,0,0.0,New Property,350.0,0,0,0,0,0,Unfurnished,15
flat,,,0.92,10635.84,0,0,0,0.0,New Property,865.0,0,0,0,0,0,Semi-Furnished,8
flat,,,5.8,21129.33,0,0,0,0.0,,2745.0,0,0,0,0,0,Unfurnished,15
flat,,,2.15,12759.64,0,0,0,0.0,New Property,1685.0,0,0,0,0,0,Semi-Furnished,8
flat,,,1.95,10317.46,0,0,0,0.0,New Property,1890.0,0,0,0,0,0,Furnished,15
flat,,,4.2,25893.96,0,0,0,0.0,,1622.0,0,0,0,0,0,Unfurnished,15
flat,,,1.95,13928.57,0,0,0,0.0,New Property,1400.0,0,0,0,0,0,Furnished,15
flat,,,0.72,4577.24,0,0,0,0.0,New Property,1573.0,0,0,0,0,0,Semi-Furnished,8
flat,,,0.58,6236.56,0,0,0,0.0,New Property,930.0,0,0,0,0,0,Unfurnished,15
flat,,,2.99,23749.01,0,0,0,0.0,New Property,1259.0,0,0,0,0,0,Unfurnished,15
flat,,,1.35,9109.31,0,0,0,0.0,New Property,1482.0,0,0,0,0,0,Semi-Furnished,8
flat,,,2.19,25201.38,0,0,0,0.0,,869.0,0,0,0,0,0,Semi-Furnished,8
flat,,,1.15,19166.67,0,0,0,0.0,New Property,600.0,0,0,0,0,0,Semi-Furnished,8
flat,,,6.3,37234.04,0,0,0,0.0,New Property,1692.0,0,0,0,0,0,Unfurnished,15
flat,,,1.9,13103.45,0,0,0,0.0,New Property,1450.0,0,0,0,0,0,Semi-Furnished,8
flat,,,1.62,13500.0,0,0,0,0.0,New Property,1200.0,0,0,0,0,0,Semi-Furnished,8
flat,,,0.37,6166.67,0,0,0,0.0,New Property,600.0,0,0,0,0,0,Semi-Furnished,8
flat,,,1.25,11363.64,0,0,0,0.0,New Property,1100.0,0,0,0,0,0,Semi-Furnished,8
flat,,,0.66,8239.7,0,0,0,0.0,New Property,801.0,0,0,0,0,0,Semi-Furnished,8
flat,,,2.6,15757.58,0,0,0,0.0,New Property,1650.0,0,0,0,0,0,Semi-Furnished,8
flat,,,4.1,19683.15,0,0,0,0.0,New Property,2083.0,0,0,0,0,0,Semi-Furnished,8
flat,,,1.37,13618.29,0,0,0,0.0,New Property,1006.0,0,0,0,0,0,Unfurnished,15
flat,,,1.9,15139.44,0,0,0,0.0,New Property,1255.0,0,0,0,0,0,Furnished,15
flat,,,1.5,13089.01,0,0,0,0.0,New Property,1146.0,0,0,0,0,0,Unfurnished,15
flat,,,1.04,11555.56,0,0,0,0.0,New Property,900.0,0,0,0,0,0,Semi-Furnished,8
flat,,,1.75,14285.71,0,0,0,0.0,New Property,1225.0,0,0,0,0,0,Semi-Furnished,8
flat,,,1.52,27636.36,0,0,0,0.0,New Property,550.0,0,0,0,0,0,Semi-Furnished,8
flat,,,3.75,21186.44,0,0,0,0.0,New Property,1770.0,0,0,0,0,0,Unfurnished,15
flat,,,2.6,12235.29,0,0,0,0.0,New Property,2125.0,0,0,0,0,0,Furnished,15
flat,,,3.5,19444.44,0,0,0,0.0,New Property,1800.0,0,0,0,0,0,Furnished,15
