PropertyName,AIIMS,AIIMS Jhajjar,AIPL Business Centre,AIPL Business Club,AIPL Business Co Working Space,AIPL Business Tower,AIPL Joy Street Mall,APJ Abdul Kalam Park,ASF Insignia SEZ,Aapno Ghar,AapnoGhar,Aarvy Healthcare,Aarvy Hospital,Aatish Hospital,Accenture DDC5,Adarsh Senior Secondary School,"Adarsh public school,Garhi Harsaru",Agri Business Management Collage,Airia Mall,Airport,Ajit Stadium Dhanwapur,Alfaa Health Care Hospital,Alpine Convent School,Alpine Hospital,Alpine School,Altrade Business Centre,Aman Hospital,Ambience Mall,Ambience Public School,American Express,Amity,Amity University,Amma Hospital,Anand Multispeciality Hospital,Anand Preschool,Ananta Hospital,Ansal Plaza,Anya Gurgaon,Ap Sports cricket ground,Apex Plus Hospital,Apollo,Apollo Pharmacy,Approved Sector 37 Mero Station,Appu Ghar,Appu Ghar Water Park,Aradhya Cricket Club Gurgaon,Aravali Adventure Hill,Aravalli Hill View Point,Aravalli Hills,Arc Hospital,Arc Multi Speciality,Ardee Mall,Artemis,Artemis Hospital,Artimis hospital,Aryan Hospital,Ascendas OneHub Gurgaon,Ashiana Anmol  Kid Centric Homes,Ashoka International School,Athena,Au Grand Air,Axis Bank,"Axis Bank, Sohna Rd",BM College of Technology,BML Munjal University (BMU),BOB ATM,BSF Golf Course,Baba Kanala Chowk,Badsa AMS Hospital,Badshahpur Sohna Hwy,Badshahpur Sohna Rd Hwy,Baghera University,Bajghera Road,Bal Bharati Public School,Balaji Hospital,Bamroli Cricket Ground,Banjara Market Gurugram,Bank Of Baroda,Basai Dhancourt Railway Station,Basai Dhankot,Basai Enclave Park,Basai Metro Station,Basai Road,Basant Valley Global School,Best IVF Centre,Bestech Business Tower,Bestech Central Square Mall,Bharat Petrol Pump,Bharat Petroleum Petrol Pump,Bharat Petroleum Retail Outlet,Bharat Petroleum Shree Shyam Filling,Bharat Ram Global School,Bharat Singh fuel company,Bharti International Convent School,Bhondsi Nature Park,BigBazaar,Bijwasan Railway Station,Biryani Shah,Blue Bells Public School,Broadways International School,CANARA BANK,CBR Cricket Ground,CD International School,CK Birla Hospital,CNG Petrol Pump,Cambridge College Of Education,Cambridge Montessori,Cambridge Pre-School,"Candor TechSpace, Sector 48",Capital Business Park,Capital Cyberscape,Captain Chandan Lal Marg,Central Bank Of India Sohna Rd,Central Park Flower Valley,Central Park II Road,Central Park Resorts,"Central Park, Sohna Rd",Central Peripheral Road,Central Plaza Mall,Centrum Plaza,Chauma Road,Cherub's Cradle,Children Park,Chirag Hospital,Choice pharmacy,Citibank ATM,City Hospital,City Square,Civil Hospital,Cloudnine Hospital Sector 47,CoNexus.Life B35,Colonel's Central Academy,Conscient One,Cool Deck Coffee,Country Inn,Country Inn & Suites By Radisson,Country Inn and Suites by Radisson,Creative Tennis Academy,Cricket Academy,Cyber ​​Park,DLC Cricket Ground,DLF Corporate Greens,DLF Corporate Park,DLF Cyber City,DLF Golf and Country Club,DLF Grand Mall,DLF Linear Park,DLF Site central office,DLF World Tech Park,DLF5 Summit Plaza,DPG Degree College,DPG Institute of Technology,DPGITM Engineering College Sector 34,DPS,DPS International Edge,DPS International School,DPS Manesar,DPSG Palam Vihar,DSD College,Damdama Lake,Damdama More,Daultabad Stadium,Daultabad Village Park,De Adventure Amusement Park,De Adventure Park,Deerika HyperMart,Delh-Ajmer Expy,Delhi,Delhi - Jaipur Expressway,Delhi Ajmer Expressway,Delhi Gurgaon Expressway,Delhi International Airport,Delhi Jaipur Highway,Delhi Public School,Delhi-Mumbai Expressway,Dhanwapur Road,Dharampeth Main Road,Dharampur Main Road,Diamond Public School,Discount Department Store,Dishoom Cinemas,Domino's Pizza,Double Infinity market,Double Tree by Hilton,DoubleTree by Hilton Hotel,Dr Naveen Chawla General Physician,Dreamz Cafe,Drona Sports Village,Dronacharya College of Engineering,Duke Horse Riding Club,Dwaraka Expressway,Dwarka,Dwarka Expressway Link Road,Dwarka Sector 21 Metro Station,EPF Regional Office,ESIC Dispensary,ESIC HOSPITAL,Early Basket Grocery shop,Edge towers tennis court,Ektaa Hospital,Elan Miracle Mall,Emaar Business Park,Emerald Plaza,Enkays Hospital,Entertainland Mall,Ernst & Young,Eros Corporate Park,Esplanade Mall,Essar Petrol Pump,"Euro Int School, Sector 37D, Gurugram",EuroKids Preschool Suncity,Excellere World School,Eye Doctors at Krishna Netralaya,F9 Go Karting Gurgaon,FUEL NATION,Faridabad,Faridabad - Gurgaon Rd,Farrukh Nagar Railway Station,Federal Bank Sector 71,First Step Play School,"Fitso Sector 48 Spuddy, Badminton",Fly India Adventure Resort,Flying Wings Badminton Academy,Fortis Memorial Research Institute,Fortis hospital,Fresco Market,Frescos,Fun N Food Village,Fun N Food Water Park,G D Goenka University,G D Goenka World School,GD Goenka,GD Goenka High School,GD Goenka Public School,GD Goenka School,GD Goenka Signature School,"GD Goenka University, Gurugram",GEMS International School,Galleria 108 Mall,Galleria Market,Garhi Budhera Road,Garhi Harsaru Junction,Garhi harsaru railway station Gurgaon,Garima Public School,Gaytri Public School,Genesis Hospital,Genpact Chowk Bus Stop,Global City Centre,Global Foyer Mall,Global Ways School,GlobalHealthcare Multispeciality,Glorious World School,Golden Greens Golf & Resorts,Golden Tulip Suites Gurgaon,Golf Corse Ext. Rd.,Golf Course Extension,Golf Course Rd,Golf Pavilion,Govind Hospital,Govt. Model Sanskriti Primary School,Govt. PG College,Grand Hyatt,Green Field Public School,Green Field School,Green garden narsari,Greenway Hospital,Guls' Kitchen,Gurgaon,Gurgaon - Delhi Expy,Gurgaon Dreamz Mall,Gurgaon Faridabad Highway,Gurgaon Gramin Bank,Gurgaon Old Railway Station,Gurgaon Railway Station,Gurgaon Toll,Gurjar Samrat Jaipal Khatana Marg,Gurugram City Bus Depot,Gurugram Global Heights School,Gurugram Hospital,Gurugram Public School,Gurugram Railway Station,Gurugram Rd,Gurugram University,Gurukul Preschool,Gyaananda School,Gyan Bharti Public School,HDFC Bank,"HDFC Bank, Pataudi Rd",HP Petrol Pump,HSBC,HUB 66,HUDA Market,HUDA Metro Station,HUDA Mini Golf Course,Hamoni Golf Camp,Hanuman & Shani Mandir,Harsaru Village Bus Stop,Haryana City Gas,Hasanpur,Health Care Pharmacy,Heritage Badminton Academy,Heritage Intl Xperiential School,Heritage School,Heritage Village Resort & Spa,Heritage Xperiential Learning School,"Heritage Xperiential Learning, CRPF Rd",Hero Honda Chowk,Holiday Inn,Holiday Inn Express Gurugram Sec 50,Hong Kong Bazaar,Horizon 1 Mall,Hotel Golf View Suites,Huda City Centre,Huda Park,Huda city center,Hyatt Place,Hyatt Place Gurgaon Udyog Vihar,Hyatt Regency,ICFAI University,ICICI ATM,"ICICI BANK ATM, Annapurna MKT",IDFC FIRST Bank,IFFCO Chowk,IG International Airport,IGI Airport,IILM School of Management,"IILM University, Gurugram",IMT Manesar,IMT Office Sohna,IMT Road,IMT Sohna,INOX Cinema,INXT High Street,IRIS Broadway Mall,ISBM College,ISKCON,ISKCON Temple,Ibis Hotel,Idea Cosmic Plaza,Imperfecto Patio,Imperia Mindspace,Imperio School,Indian School of Hospitality,"IndianOil, Hasanpur","Indianoil, Sohna - Gurgaon Rd",Indira Gandhi Airport,Indira Gandhi Eye Hospital,Indira Gandhi Int. Airport,Indus World School,Indus valley Public School,IndusInd Bank,Infinity Business Park,InfinityS Badminton Academy,Info Technology Park Phase 2,Insfire Sports,International Tech Park Gurgaon,JMD Megapolis,JMD Regent Mall,JMS Crosswalk,JMS Marine Square,Jadon Pharmacy,Jagdish Super Market,Jai Sai Ram Hospital,Jhankar Group of Institutions,Jhankar Senior Secondary School,Jharsha Chowk,Jinaglala Theme Park,Jinga Lala Theme Park Gurgaon Delhi,Jungle Safari & Trails,K. R. Mangalam University,K.D. Hospital,K.R.Mangalam World School,"KDM Public School, Sohna",KFG Sports Club,KIIT College,KIIT College of Engineering Sohna Road,KLAY Play School,KMP Corridor,KMP Expressway,KR Mangalam,Kadipur Industrial Area,Kamal Hospital,Kangaroo Kids Preschool,Karma Lakelands,Keshav Pharmacy,Khatu Shyam Mandir,Kheri Railway station,Kidzee,Kidzee Sec-93,Kinder Care Playschool,Kingdom of Dreams,Kings International School,Knowledge Tree World School,"Kotak Mahindra Bank, MBS Tower",Krishna Hospital,Kriti Hospital,Kundli Manesar Palwal Expressway,Kunskapsskolan International,Kunskapsskolan School,Kutumbh Hospital,Lancers International School,Le Meridien Gurgaon,Learning Stars School,Leisure Valley Park,Lemon Tree Hotel,Leopard hills,Lingaya's Lalita Devi Institute,Lions Public School,Little E Step –Pre School,Lotus Sports Academy,Lotus Valley International School,Lotus Valley School,Lovely Public School,Luxus Haritma Resort,M3M Cosmopolitan,M3M IFC,M3M International Financial Center (IFC),M3M SCO Shop cum Office,M3m 65th Avenue Mall,MCC Cricket Ground Dhankot,MDS Public School,MG Road,MG Road Metro Station,MGF Megacity Mall,MGF Metropolitan Mall,MKD Hospital,Maharana pratap school,Mall Fifty One,Mamta Hospital,Manav Rachna School,Manesar Bus Stand,Manesar Golf Course,Manesar Road,Manesar toll plaza - Kherki Daula,Manipal Hospital,Manish Gallexie 91,Marengo Asia Hospitals,Marigold Secondary School,Marriott Courtyard,MatriKiran High School,Matrikiran School,Mavens Inn,Mavens Orange - Hotel,"Max, Fortis",McDonald's India,McDonald's India 24 Hours,Medanta - The Medicity,Medanta Dialysis Center,Medanta Hospital,"Medeor Hospital, Manesar",Medhaam Pre School & Daycare,Medicity,Meditree Market,Mehrauli-Gurgaon Rd,"Metro Hospital, Palam Vihar",Metro Station Kankrola sec 87,Metro World Mall,Minda Industries  Corporate Office,Minda Industries Limited,Minda Industries Nawada Fatehpur,Miracles Apollo Cradle,Miracles Apollo Hospital,Moksh Wellness Pvt Ltd.,"More Hypermart , Vipul business park",Mother land public school,Moulsari Avenue,Mount Olympus Junior School,"Mount Olympus School, Sec 79",Mps World School,Muincipal Corporation of Gurugram,Museum of Folk and Tribal Art,N.H-8,NH -8,NH 08,NH 148A,NH 248,NH 352W,NH 48,NH 8,NH-48,NH-8,Najafgarh Jheel Bird Sanctuary,Najafgarh Kapashera Road,Nakhrola Stadium,Narayana E Techno,Narayana Junior College,Narayana e-Techno School - Manesar,National Highway  48,National Tennis Academy,Naurangpur Cricket Stadium,Naurangpur Road,Nawada Cricket Accadmy,Nazafgarh - Gurgaon Road,Neemrana Palace,Nehru Stadium,NeoSquare Shopping Mall,Netaji Subhash Marg,New Water Pond,Newtown Square Mall,Ninex Mall,Nirvana Rd,Nora Solomon Medicenter,Northern Peripheral Road,Nouveau Medics Multispeciality OPD,OMAXE Gurgaon Mall,ORCHIDS The International School,Ocus Medley Mall,Old Bengali Market,Old Delhi Gurgaon Road,Old Sohna Dhani Road,Omaxe Celebration Mall,Omaxe City Centre,Omex City Centre Mall,Ompee International School,One Horizon Center Bus Stop,Open Tap,Open gym garden,Orchid Business Park,Oriental Bank of Commerce,Oyster's Water Park,PHC Garhi Harsaru,PNB ATM,PVR Drive In Cinema,PVR Drive In Theater,Pacific D21 Mall,Palam Vihar Halt,"Pallavan PreSchool, Sohna Road",Paras Hospital,Paras Trinity,"Park Dr, DLF Phase 5",Park Hospital,Park Inn,"Pasco Automobiles, Alipur, Sohna","Pathfinder Global School, Pataudi",Pathways,Pathways School Gurgaon,Patil Station,Patli Railway Station,Pawlywoof - Dog Park,Peer Baba Ki Mazar,Phase 2 Metro Station,Plaza Mall,Polaris Hospital,Pragyanam School,Prakash Hospital,Pranavananda Int. School,Presidium School Gurgoan,Primamed Super Speciality Hospital,Prime Scholars Int. School,Propose Metro Station,Proposed Metro corridor,Public Bazar,Punjab National Bank,Pushpanjali Hospital,Quality Inn Gurgaon,Qutub Plaza,RBSM Public school,RHM Public School,RPS International School Sector 89,Radha Krishan Mandir,Radisson Hotel,Radisson Hotel Gurugram Sohna Road,Raghunath Bal Vidya Mandir School,Raheja Mall,Raheja Market,Rajesh Pilot Road,Rajiv Chowk,Ram Krishna Public School,Ramada by Wyndham Gurgaon,Ramgarh Farms & Resort,Ramprastha Police Post,Rao Bharat Singh International School,Rapid Metro Sector 55-56,Rathore IMT Hospital,Reach 3 Roads Shopping Mall,Red Roses Public School,Rion's Hospital,Rotary Public School,Royal Institute Of Science,Rx Pharmacy,S N International School,SCC Drive-In Cinema,SCC Rooftop Drive-In,SCJ Academy,SCR Model School,SGT Hospital 1,SGT Medical College,SGT UHTC Basai,SGT UNIVERSITY,SPM Hospital,SRS Cinemas,SS Omnia Mall,"SS Omnia, Sector 86",Sahara Mall,Sai Sports Club cricket ground,Saint Paul's School,Samrat Mihir Bhoj Road,Sanar International Hospital,Sanjeevani Hospital,Sanjivani Hospital,Sanskar Bharti Public School,Sanskar Jyoti School,Sant Soordas Sihi Metro Station,Sapphire 83,Sapphire 93 Mall,Sapphire Mall,Saraswati Model School,Satya The Hive Mall,Satyam Medicare Hospital,Savoy Suites,Scottish High International School,Scottish International School,Sealdah,Sealdah Railway Station,Sector 10 Market,Sector 102 Dhankot,Sector 29 Gurgaon Pubs and Bars,Sector 37 Police Station,Sector 42-43,Sector 42-43 Rapid Metro Station,Sector 42/43 Bus Stand,Sector 45 SO Post Office,Sector 53 Metro Station,Sector 53-54,Sector 53/54 Metro Station,Sector 54 Chowk,Sector 55-56 Metro,Sector 55/56 Metro Station,Sector 84 Road,Sector 86 Road,Sector-21 Metro Dwarka,Sethi Hospital,Shaheed Bhagat Singh Chowk,Shalom Hills International School,Shalom Presidency School,Shambhu Dayal High School,Shanti Tennis Academy,Sheetla Mata Mandir,Shiksha Bharti Public School,Shikshantar - Primary School,Shishu Kalyan School,Shiskshantar,Shiv Mandir,Shiv Nadar School,Shiva Temple Tigra,Shivai Hospital,Shivani public school,Shoppers Stop,Shopping complex,Shree Balaji College,Shree Deep Petrol Pump,Shri Balaji’s Multispeciality Hospital,Shri Hanuman Ji Mandir,Signature Advanced Hospital,Signature Global Infinity Mall Sohna,Signature Global Park,Signature Hospital,Signature Super Speciality Hospital,Signature tower,Signum 107,Signum 36,Silver Streak Hospital,Silver Streak Multi Speciality,"Singhania University, Manesar",SkyJumper Trampoline Park,Skyview Corporate Park,Smart View Hotel and Resort,Sneh Hospital,Society Park,"Sodhi's Supermarket, Sector 82",Sohna Bus Stand,Sohna Gurgaon Road,Sohna Hill Viewpoint,Sohna Rd,Sohna road dhunela,Solitaire Banquet Hall,South point Mall,Southern Peripheral Rd,Southern Periphery Road,Spaze Business Park,Spaze Itech Park,"Spaze Palazo, Golf Course Ext Rd",Spazedge IT Park,Spectra Hospital,Splendor Trade Tower,SportsCube Center(Sports Complex),Sri Ma Montessori International,St Pauls School,St Xavier High School,St. Angel's Global,St. Xavier's School,Star Mall,Star Nursery,Starbucks,State Bank of India,Stymerra Chowk,Subway,Sultanpur National Park,Summer Fields School,Sun's Spa,Suncity Market,Suncity School,Sunrise University,Sunset point,"Suraj PG Degree College, Sec -75",Surajgarh Gurgaon,"Surajgarh Gurgaon, Golf Course Ext Rd",Sushant University,Sushil Park,Swastik Hospital,Swastik Multispeciality Hospital,Syndicate Bank,TERI Golf Course,Tagore Public School,Taj,Taj City Centre Gurugram,Taj Hotel & Family Restaurant,Tau Devi Lal Sports Complex,Taxila cricket ground,Tennis Vidyalaya (Tennis Academy),The Banyan Tree Hiking Area,The Banyan Tree World School,The Big Tree Cafe,"The Club, International City",The Executive Centre,The Heritage Pride Modern School,The Hive,The Hive Shopping Mall,The Holy Kingdom Public School,The Millenium School,The Nook,The NorthCap University,The Oberoi,The Paras World School,"The Phoenix Project, Sohna - Gurgaon Rd",The Shikshiyan School,The Shri Ram School Aravali,The Shriram Millennium School,The Signature Advanced Super Speciality,The Sixth Element School,The Sylvan Trails School,The Vivekananda School,The Westin Gurgaon,The Westin Hotel,Tigra Market,Tomar Hospital,Triangular Park,Trident Hotel Gurgaon,"Tulip Violet Society, Sector 69",Uma Sanjeevani Health Centre,Umang Bhawaj Chawk,Umkal Hospital,Unicosmos School,Unitech Business Zone,Urusvati Museum Of Folklore,V Club,V'Lante Mall,V-Square Sohna New Residential,VATIKA BUSINESS PARK Sohna Rd,VIBGYOR High School,Vallores Pre School,Vardaan Hospital,Vasant Kunj,Vatika Business Centre,Vatika City Centre,Vatika Sector Road,Vatika Town Square,Vedic Hospital,Vega School,Vibrant Hospital,Vidya Niketan Sr Sec School,Vipul Trade Business Centre,Vipul Trade Centre,Vishwas Hospital,Vistar Complex,Vivanta Dwarka New Delhi,"Vivanta New Delhi, Dwarka",Vivek Model School,W Pratiksha Hospital,WTC Plaza,Western Peripheral Expressway,Westin,Windsor International School,Women Police Station,WorldMark Gurgaon,"WorldMark Gurgaon, Maidawas Rd",Xavier’s International,YES Bank,Yaduvanshi Shiksha Niketan,Yashlok Medical Centre,Yashroop Hospital,Yonex Badminton Stadium,ZEN Golf Range & Academy,Zooper India Trampoline Park,iGrow Montessori,iON Digital Zone (Gurugram)
Smartworld One DXP,,,,,,,,,,,,,,,9000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200.0,,,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4900.0,,,,,,,,,,,,,,,,,,,,,6200.0,,,,,,,,,,,,,,,,,,,,,,7700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7400.0,2500.0,,,,,3100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M3M Crown,,,,,,,,,,,,,,,,,,,,,,,,,,11200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.0,,,8100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000.0,,,,,,,,,,,,,,,,,,,,,6100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8200.0,1200.0,,,,,1400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11200.0,,,,,,,,,,,,,,4400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adani Brahma Samsara Vilasa,,,,2700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6800.0,,,,,,,,,,,,,,,,,,,,3600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sobha City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5100.0,9900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9200.0,,,,2900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,20800.0,,,,,,,,,,,,,,,,,4000.0,,,,,,,,,,,,,,,,
Signature Global City 93,,,,,,,,,,,9600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.0,,,,,,,,,,,,,,,,,31000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400.0,,,,,,,,,,,,,,,,,,,,,,,,,6300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whiteland The Aspen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6200.0,,,,,,,,,,,,,,,,,,,,,,,8800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11100.0,,,,,,,,,,,9200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000.0,,,,,,,,,,,,,,,,,3300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
