property_type,society,sector,price,built_up_area,price_per_sqft,bedRoom,bathroom,balcony,agePossession,study_room,servant_room,store_room,pooja_room,others,furnishing_type,luxury_category,floor_category
flat,Dlf Belaire,sector ,2.4,1400.0,17142.86,4,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,Low Floor
flat,Signature,sector 50,4.18,2200.0,19000.0,3,4,2,New Property,0,0,0,0,0,Semi-Furnished,High,Low Floor
flat,Sushant Lok C,sector ,8.0,3300.0,24242.42,4,0,0,Under Construction,0,0,0,0,0,Unfurnished,High,Low Floor
flat,Signatureglobal Titanium Spr,sector ,0.48,560.0,8571.43,2,0,0,New Property,0,0,0,0,0,Semi-Furnished,Low,Low Floor
flat,Nature Valley,sector 62,3.35,940.0,35638.3,2,0,0,Under Construction,0,0,0,0,0,Semi-Furnished,Low,High Floor
flat,Palam,sector ,1.2,2800.0,4285.71,8,0,0,New Property,0,0,0,0,0,Semi-Furnished,High,Low Floor
flat,Vatika Primrose,sector 55,2.0,1690.0,11834.32,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,Low Floor
flat,Vipul Belmonte,sector 106,2.9,1456.0,19917.58,3,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,High Floor
flat,Unitech Deerwood,sector ,2.3,1500.0,15333.33,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,Low Floor
flat,Anant Raj,sector ,10.0,500.0,200000.0,4,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,Mid Floor
flat,Orchid Petals,sector 33,3.77,1999.0,18859.43,3,0,0,Under Construction,0,0,0,0,0,Semi-Furnished,Medium,High Floor
flat,Atstourmal,sector 67,3.95,1550.0,25483.87,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,Mid Floor
flat,Ansals Palam,sector 85,1.65,1671.0,9874.33,2,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,High Floor
flat,Krisumi Waterside,sector 65,20.0,3797.0,52673.16,4,0,0,New Property,0,0,0,0,0,Semi-Furnished,High,High Floor
flat,Sushant Lok,sector 103,2.1,1889.0,11116.99,3,3,3,New Property,0,0,0,0,0,Semi-Furnished,Medium,High Floor
flat,Birla Pravaah,sector 79,1.58,1000.0,15800.0,2,0,0,New Property,0,0,0,0,0,Semi-Furnished,Low,High Floor
flat,Dlf Park Place,sector 85,1.65,1975.0,8354.43,4,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,High Floor
flat,Godrej Meridien,sector 27,3.7,1777.0,20821.61,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,High Floor
flat,,sector 61,2.7,1580.0,17088.61,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,High Floor
flat,Select Premia,sector 61,3.0,1712.0,17523.36,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,Mid Floor
flat,Jms Nation,sector 7,1.55,2200.0,7045.45,4,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,Low Floor
flat,Ultra Luxury South,sector 70,1.9,1200.0,15833.33,4,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,Low Floor
flat,Signature Serenas,sector 99,2.17,1150.0,18869.57,2,0,0,New Property,0,0,0,0,0,Semi-Furnished,Low,High Floor
flat,M3Mansion,sector 24,0.25,1043.0,2396.93,2,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,High Floor
flat,M3Merl,sector 56,2.5,1456.0,17170.33,3,3,2,New Property,0,0,0,0,0,Semi-Furnished,Medium,Mid Floor
flat,Ambience Lagoon,sector ,4.5,3240.0,13888.89,4,0,0,New Property,0,0,0,0,0,Semi-Furnished,High,Low Floor
flat,Arttech Story House,sector ,5.0,2000.0,25000.0,4,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,Mid Floor
flat,Gwal Pahari,sector 57,2.5,2000.0,12500.0,4,0,0,New Property,0,1,0,0,0,Semi-Furnished,High,Mid Floor
flat,Ss Camasa,sector 48,0.847,850.0,9964.71,2,0,0,New Property,0,0,0,0,0,Semi-Furnished,Low,Low Floor
flat,Ansal Harmony,sector ,18.0,3600.0,50000.0,6,0,0,New Property,0,0,0,0,0,Semi-Furnished,High,Low Floor
flat,Unitech Cedar Crest Nirvana Country,sector 104,1.7,683.0,24890.19,2,0,0,New Property,0,0,0,0,0,Semi-Furnished,Low,High Floor
flat,Silverglades Hightown,sector 93,2.2,1205.0,18257.26,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,Mid Floor
flat,Patel,sector 89,1.95,1494.0,13052.21,3,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,Mid Floor
flat,Urban Oasis,sector 6,0.58,629.0,9220.99,2,0,0,New Property,0,0,0,0,0,Semi-Furnished,Low,Mid Floor
flat,Laxman,sector 89,1.85,1550.0,11935.48,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,High Floor
flat,Oasis Society,sector 11,3.55,1629.0,21792.51,10,3,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,Low Floor
flat,Godrej Meridien,sector 62,8.6,2782.0,30913.01,4,0,0,Under Construction,0,0,0,0,0,Semi-Furnished,High,High Floor
flat,Mayfield Garden,sector 111,1.0,605.0,16528.93,2,0,0,New Property,0,0,0,0,0,Semi-Furnished,Low,High Floor
flat,,sector 69,3.0,2100.0,14285.71,4,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,High Floor
flat,Dlf Camellias,sector 79,1.95,900.0,21666.67,3,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,Low Floor
flat,Antriksh Central Avenue,sector 22,5.76,2345.0,24562.9,2,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,Mid Floor
flat,M3Merl,sector 92,0.7,645.0,10852.71,3,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,High Floor
flat,Ss Leaf,sector 70,2.36,1750.0,13485.71,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,Mid Floor
flat,Tribeca Trump Tower,sector 65,3.05,1650.0,18484.85,3,0,0,New Property,1,0,0,0,0,Semi-Furnished,Medium,Mid Floor
flat,Indiabulls Centrum Park,sector 70,12.75,7500.0,17000.0,6,0,0,New Property,0,0,0,0,0,Semi-Furnished,High,Low Floor
flat,Godrej Aria,sector 49,1.45,700.0,20714.29,2,0,0,New Property,0,0,0,0,0,Furnished,Medium,Low Floor
flat,Civil L,sector 92,1.7,1250.0,13600.0,3,0,0,Under Construction,0,0,0,0,0,Semi-Furnished,Medium,High Floor
flat,Orris Carnation Residency,sector 73,3.53,4700.0,7510.64,4,0,0,New Property,0,1,1,1,0,Semi-Furnished,High,Low Floor
flat,Dlf Regency Park,sector 79,3.1,2309.0,13425.73,3,0,0,Under Construction,0,0,0,0,0,Semi-Furnished,Medium,High Floor
flat,Pioneer Park,sector 113,3.65,2298.0,15883.38,4,0,0,Under Construction,0,0,0,0,0,Unfurnished,High,High Floor
flat,Palam,sector 49,8.0,2368.0,33783.78,4,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,High Floor
flat,Smartworld Orchard,sector 111,4.2,2282.0,18404.91,3,0,0,Old Property,0,0,0,0,0,Semi-Furnished,Medium,High Floor
flat,,sector ,1.3,900.0,14444.44,2,0,0,New Property,0,0,0,0,0,Semi-Furnished,Low,Mid Floor
flat,,sector ,2.0,1400.0,14285.71,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,Low Floor
flat,,sector 70,0.78,700.0,11142.86,2,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,Low Floor
flat,Pareena,sector 66,4.2,2410.0,17427.39,4,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,Low Floor
flat,Dwarkadhis Aravali Heights,sector 109,3.1,3250.0,9538.46,4,0,0,New Property,0,0,0,0,0,Semi-Furnished,High,High Floor
flat,Awho Dev,sector 54,2.1,1900.0,11052.63,3,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,Low Floor
flat,,sector 31,2.26,2311.0,9779.32,3,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,Mid Floor
flat,Dlf It Park,sector 37,0.5,1050.0,4761.9,2,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,High Floor
flat,Brothers Apartment,sector 82,0.78,1350.0,5777.78,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,Low Floor
flat,Vipul World,sector 70,0.36,580.0,6206.9,2,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,High Floor
flat,Prime Habitat,sector 56,1.9,2450.0,7755.1,4,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,Mid Floor
flat,,sector 56,1.85,2450.0,7551.02,4,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,High Floor
flat,Hero,sector ,2.25,2200.0,10227.27,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,High Floor
flat,Ashiana Amarah,sector 11,1.5,1100.0,13636.36,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,Mid Floor
flat,M3M Soulitude,sector 35,1.9,1630.0,11656.44,3,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,Low Floor
flat,Nirvana Country,sector 108,5.5,2343.0,23474.18,4,0,0,New Property,0,0,0,0,0,Unfurnished,High,Low Floor
flat,Trisara Our,sector 43,5.5,2125.0,25882.35,4,0,0,New Property,0,1,0,0,0,Semi-Furnished,High,Low Floor
flat,Tulip Petals,sector 107,1.35,1366.0,9882.87,2,0,0,New Property,0,0,0,0,0,Semi-Furnished,Low,High Floor
flat,Shanti,sector ,0.4,850.0,4705.88,2,0,0,New Property,0,0,0,0,0,Semi-Furnished,Low,Low Floor
flat,Emaar Urban Oasis,sector 50,2.7,1200.0,22500.0,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,Low Floor
flat,Lotus Homz,sector ,1.99,1062.0,18738.23,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,High Floor
flat,Tulip Violet,sector 89,2.0,1765.0,11331.44,3,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,High Floor
flat,M3M Antalya Hills I,sector 51,2.2,1325.0,16603.77,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,Low Floor
flat,Alpha Corp One,sector 62,0.86,566.0,15194.35,2,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,Mid Floor
flat,,sector 33,1.5,1385.0,10830.32,2,0,0,Old Property,0,0,0,0,0,Semi-Furnished,Low,High Floor
flat,Rof Pyramid Amaltas,sector ,2.5,800.0,31250.0,3,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,Low Floor
flat,Bptp Green Oaks,sector 37,1.6,1305.0,12260.54,3,0,0,Under Construction,0,0,0,0,0,Semi-Furnished,Medium,High Floor
flat,Emaar Emerald Hills,sector 107,1.4,1355.0,10332.1,2,0,0,New Property,0,0,0,0,0,Semi-Furnished,Low,Low Floor
flat,Tulip Ivory,sector 63,10.75,3950.0,27215.19,4,0,0,New Property,0,0,0,0,0,Semi-Furnished,High,High Floor
flat,Unitech South,sector 63,10.48,2157.0,48586.0,4,0,0,New Property,0,0,0,0,0,Unfurnished,High,Low Floor
flat,Signature,sector 109,3.15,2381.0,13229.74,3,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,High Floor
flat,Dlf Alameda,sector 3,0.57,1200.0,4750.0,4,3,2,New Property,0,0,0,0,0,Semi-Furnished,Medium,Low Floor
flat,Godrej,sector 2,5.25,3500.0,15000.0,4,0,0,New Property,0,0,0,0,0,Unfurnished,High,Low Floor
flat,M3M Capital,sector 79,2.61,1365.0,19120.88,3,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,High Floor
flat,Godrej Aristocrat,sector 106,3.4,2002.0,16983.02,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,Low Floor
flat,Puri Diplomatic,sector 112,2.3,1325.0,17358.49,2,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,High Floor
flat,Signature,sector 36,1.85,1250.0,14800.0,3,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,Low Floor
flat,Pocket E Palam,sector 63,9.6,3520.0,27272.73,4,0,0,New Property,0,0,0,0,0,Unfurnished,High,Mid Floor
flat,Pyramid Fusion,sector 63,2.3,1250.0,18400.0,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,Low Floor
flat,Emaar Palm Terraces Select,sector 89,2.61,1840.0,14184.78,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,High Floor
flat,Pratap,sector 83,1.75,1435.0,12195.12,2,0,0,New Property,0,0,0,0,0,Semi-Furnished,Low,High Floor
flat,Devilal,sector 103,1.7,1450.0,11724.14,2,0,0,New Property,0,0,0,0,0,Semi-Furnished,Low,Low Floor
flat,Sbtl Caladium,sector 49,3.7,1300.0,28461.54,3,0,0,Under Construction,0,0,0,0,0,Unfurnished,Medium,High Floor
flat,Orchid Garden,sector ,3.35,1700.0,19705.88,4,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,Low Floor
flat,Raheja Atlantis,sector 92,1.3,695.0,18705.04,3,0,0,Under Construction,0,0,0,0,0,Unfurnished,Medium,High Floor
flat,Bptp Spacio,sector 90,2.25,1300.0,17307.69,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,High Floor
flat,Mahira,sector 36,1.2,1081.0,11100.83,3,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,Low Floor
flat,Vatika Premium,sector 24,5.49,2800.0,19607.14,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,Mid Floor
flat,Pyramid Fusion,sector ,0.52,500.0,10400.0,2,2,2,New Property,0,0,0,0,0,Semi-Furnished,Medium,Low Floor
flat,Lions Society,sector 32,1.59,1100.0,14454.55,2,0,0,New Property,1,0,0,0,0,Semi-Furnished,Medium,Low Floor
flat,Lions Society,sector 61,2.75,1055.0,26066.35,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,Mid Floor
flat,Tulip Infratech Ace,sector ,0.268,554.0,4837.55,2,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,Low Floor
flat,,sector ,3.0,2514.0,11933.17,6,0,0,Old Property,0,0,0,0,0,Unfurnished,High,Low Floor
flat,Signature Dax,sector 70,2.25,1560.0,14423.08,3,0,0,New Property,0,1,0,0,0,Unfurnished,High,High Floor
flat,Sobha,sector 111,4.74,1399.0,33881.34,3,0,3,Under Construction,0,0,0,0,0,Semi-Furnished,Medium,Low Floor
flat,Sushant Lok,sector ,0.52,900.0,5777.78,3,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,Low Floor
flat,M3M Woodshire,sector 102,2.3,1650.0,13939.39,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,High Floor
flat,Ompee Space,sector 37,2.0,1775.0,11267.61,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,High Floor
flat,Unitech Woodstock,sector ,3.2,1343.0,23827.25,3,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,Mid Floor
flat,Eldeco Accolade,sector 83,2.8,1900.0,14736.84,3,4,3+,New Property,0,0,0,0,0,Unfurnished,High,High Floor
flat,Nbcc Heights,sector 88,2.16,888.0,24324.32,3,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,High Floor
flat,Mk Symphony,sector ,3.5,2200.0,15909.09,4,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,Low Floor
flat,Ss Georgian Residency,sector 37,1.9,1350.0,14074.07,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,Mid Floor
flat,Pivotal Paradise,sector 95,0.9,1800.0,5000.0,5,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,Low Floor
flat,,sector 70,2.35,1958.0,12002.04,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,Mid Floor
flat,Sushant Lok,sector 85,4.5,3000.0,15000.0,5,0,0,New Property,0,0,0,0,0,Furnished,High,Low Floor
flat,Signature,sector 113,4.3,2080.0,20673.08,3,0,0,Under Construction,0,0,0,0,0,Unfurnished,Medium,High Floor
flat,M3M Woodshire,sector 35,1.55,1425.0,10877.19,2,0,0,New Property,0,0,0,0,0,Semi-Furnished,Low,High Floor
flat,Signature,sector ,2.2,1550.0,14193.55,2,0,0,New Property,1,0,0,0,0,Semi-Furnished,Medium,High Floor
flat,Dlf Arbour,sector 57,1.75,1500.0,11666.67,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,Low Floor
flat,Tarc Ishva,sector 2,2.24,5100.0,4392.16,5,0,0,New Property,0,0,0,0,0,Semi-Furnished,High,Low Floor
flat,Raheja Atharva,sector ,2.5,3375.0,7407.41,4,0,0,New Property,0,0,0,0,0,Semi-Furnished,High,Low Floor
flat,Laxman,sector ,1.4,2150.0,6511.63,3,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,High Floor
flat,Ansal Celebrity,sector 63,1.6,1800.0,8888.89,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,Low Floor
flat,Bestech Altura,sector 95,1.35,1400.0,9642.86,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,Low Floor
flat,Godrej Meridien,sector ,2.55,1535.0,16612.38,4,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,High Floor
flat,Emaar,sector ,1.35,874.0,15446.22,4,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,Low Floor
flat,Signature Park,sector ,1.9,1713.0,11091.65,4,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,Low Floor
flat,Adani Samsara Avasa,sector 39,1.65,2400.0,6875.0,4,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,High Floor
flat,,sector 21,2.59,1815.0,14269.97,3,0,0,Old Property,0,0,0,0,0,Semi-Furnished,Medium,Low Floor
flat,Atsmarigold,sector 12,0.88,1350.0,6518.52,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,Mid Floor
flat,Vatika,sector ,1.2,690.0,17391.3,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,Mid Floor
flat,Indiabulls Centrum Park,sector 37,1.25,1290.0,9689.92,2,0,0,New Property,0,0,0,0,0,Semi-Furnished,Low,Low Floor
flat,Godrej Aristocrat,sector 51,2.0,1300.0,15384.62,2,0,0,New Property,0,0,0,0,0,Semi-Furnished,Low,Low Floor
flat,,sector 82,8.0,2870.0,27874.56,5,0,0,New Property,0,0,0,0,0,Semi-Furnished,High,Low Floor
flat,Signature,sector 84,3.1,2750.0,11272.73,4,0,0,New Property,0,0,0,0,0,Semi-Furnished,High,Mid Floor
flat,Dlf Regal Gardens,sector 43,1.15,627.0,18341.31,1,0,0,New Property,0,0,0,0,0,Semi-Furnished,Low,Low Floor
flat,Signature Park,sector 69,2.2,1050.0,20952.38,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,Mid Floor
flat,Ambience Lagoon,sector ,4.5,2052.0,21929.82,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,Low Floor
flat,Dharam,sector 47,1.15,1500.0,7666.67,3,0,3,New Property,0,0,0,0,0,Unfurnished,Medium,Low Floor
flat,Chd Avenue,sector 89,1.34,1067.0,12558.58,2,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,Low Floor
flat,Central Park Flower Valley Flam,sector 102,2.2,1215.0,18107.0,2,2,3,New Property,0,0,0,0,0,Semi-Furnished,Medium,Mid Floor
flat,,sector 68,2.5,1692.0,14775.41,3,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,High Floor
flat,Solera,sector 84,3.5,3193.0,10961.48,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,Mid Floor
flat,Pratap,sector ,0.268,554.0,4837.55,2,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,Low Floor
flat,Unitech Vistas,sector 59,3.45,1750.0,19714.29,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,Low Floor
flat,Puri Diplomatic,sector 92,2.2,900.0,24444.44,3,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,Mid Floor
flat,,sector 48,1.99,2345.0,8486.14,3,1,0,New Property,0,0,0,0,0,Unfurnished,Medium,Low Floor
flat,Ramprastha Primera,sector 48,2.37,2800.0,8464.29,3,2,0,New Property,0,0,0,0,0,Unfurnished,High,Low Floor
flat,Dlf Carlton,sector 37,0.8,1760.0,4545.45,3,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,Low Floor
flat,Emaar Palm Garden,sector 92,0.75,1724.0,4350.35,4,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,Low Floor
flat,Ashiana Center Court,sector ,2.45,1550.0,15806.45,3,0,0,Old Property,0,0,0,0,0,Semi-Furnished,Medium,Low Floor
flat,Pocket C Palam,sector 108,1.55,1283.0,12081.06,2,0,0,Old Property,0,0,0,0,0,Unfurnished,Medium,Low Floor
flat,Jacobpura,sector ,1.3,1000.0,13000.0,2,2,0,New Property,0,0,0,1,0,Unfurnished,Medium,Mid Floor
flat,Signature D,sector ,6.0,3500.0,17142.86,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,Low Floor
flat,,sector 89,4.5,2434.0,18488.09,4,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,High Floor
flat,,sector 80,3.8,1300.0,29230.77,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,High Floor
flat,Shree Vardhman Victoria,sector 67,3.2,1965.0,16284.99,3,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,High Floor
flat,Ss Leaf,sector 49,3.9,1127.0,34605.15,2,0,0,Old Property,0,0,0,0,0,Semi-Furnished,Low,High Floor
flat,M3Mansion,sector 36,1.85,1439.0,12856.15,3,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,Low Floor
flat,Group Silverglades Melia,sector 113,3.22,1600.0,20125.0,3,0,0,Under Construction,0,0,0,0,0,Semi-Furnished,Medium,High Floor
flat,Coban,sector 89,1.65,1494.0,11044.18,3,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,Low Floor
flat,,sector 81,5.25,2786.0,18844.22,4,0,0,New Property,0,0,0,0,0,Unfurnished,High,Mid Floor
flat,Ansal Celebrity,sector ,3.85,2061.0,18680.25,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,High Floor
flat,Group Silverglades Melia,sector 85,2.1,1952.0,10758.2,1,4,3,New Property,0,0,0,0,0,Unfurnished,Medium,Low Floor
flat,Elante Residencies,sector 111,4.0,2100.0,19047.62,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,High Floor
flat,Adani Brahma Samsara,sector 105,2.2,1050.0,20952.38,3,0,0,Under Construction,0,0,0,0,0,Semi-Furnished,Medium,High Floor
flat,Jms Nation,sector ,2.5,2702.0,9252.41,4,0,0,New Property,0,0,0,0,0,Semi-Furnished,High,Mid Floor
flat,Paras Dews,sector ,1.1,979.0,11235.96,2,0,0,New Property,0,0,0,0,0,Semi-Furnished,Low,High Floor
flat,Sai Kunj,sector 68,3.0,1950.0,15384.62,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,High Floor
flat,Palam,sector 7,1.5,754.0,19893.9,3,0,0,Under Construction,0,0,0,0,0,Semi-Furnished,Medium,High Floor
flat,Royal Court,sector 48,2.24,1607.0,13939.02,1,2,0,New Property,0,0,0,0,0,Unfurnished,Medium,High Floor
flat,,sector 48,2.1,1365.0,15384.62,1,2,0,New Property,0,0,0,0,0,Semi-Furnished,Low,High Floor
flat,Surya,sector 48,2.1,1356.0,15486.73,1,2,0,New Property,0,0,0,0,0,Unfurnished,Medium,High Floor
flat,Mianwali,sector 48,1.89,1356.0,13938.05,1,2,0,New Property,0,0,0,0,0,Unfurnished,Medium,Low Floor
flat,,sector 48,1.89,1356.0,13938.05,1,2,0,New Property,0,0,0,0,0,Unfurnished,Medium,High Floor
flat,Signature,sector ,1.5,1030.0,14563.11,2,0,0,New Property,0,0,0,0,0,Semi-Furnished,Low,Mid Floor
flat,Mayfield Garden,sector 92,1.9,2040.0,9313.73,4,0,0,New Property,0,0,0,0,0,Unfurnished,High,Mid Floor
flat,Vatika India Next,sector ,1.65,1845.0,8943.09,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,High Floor
flat,Sushant Lok,sector 4,3.6,1427.0,25227.75,3,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,Low Floor
flat,Ss L,sector 67,0.9,698.0,12893.98,2,0,0,New Property,0,0,0,0,0,Semi-Furnished,Low,Low Floor
flat,Maple Heights,sector 37,3.95,2469.0,15998.38,3,0,0,Under Construction,0,0,0,0,0,Semi-Furnished,Medium,High Floor
flat,,sector 109,2.76,2095.0,13174.22,3,0,0,Old Property,0,0,0,0,0,Unfurnished,Medium,Low Floor
flat,,sector ,1.25,1264.0,9889.24,2,0,0,Old Property,0,0,0,0,0,Unfurnished,Medium,Low Floor
flat,Malibu,sector 66,5.25,3044.0,17247.04,5,0,0,New Property,0,0,0,0,0,Unfurnished,High,High Floor
flat,Shapoorji Pallonji Joyville Gurugram,sector 68,0.92,865.0,10635.84,2,0,0,New Property,0,0,0,0,0,Semi-Furnished,Low,Mid Floor
flat,M3Mar,sector 62,5.8,2745.0,21129.33,3,0,0,Old Property,0,0,0,0,0,Unfurnished,High,High Floor
flat,Spaze Kalistaa,sector 99,2.15,1685.0,12759.64,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,High Floor
flat,Solera,sector 84,1.95,1890.0,10317.46,3,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,Low Floor
flat,Paras Floret,sector 2,1.2,1210.0,9917.36,2,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,High Floor
flat,West Rajiv,sector ,1.35,2082.0,6484.15,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,Low Floor
flat,,sector ,1.35,2100.0,6428.57,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,Mid Floor
flat,Signature,sector 85,0.53,1085.0,4884.79,2,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,High Floor
flat,Pratap,sector ,1.1,1500.0,7333.33,2,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,Mid Floor
flat,Park View,sector ,1.01,1495.0,6755.85,2,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,Mid Floor
flat,Central Park,sector 63,1.5,1800.0,8333.33,3,0,0,Old Property,0,0,0,0,0,Semi-Furnished,Medium,Low Floor
flat,Imperia Rubix,sector 63,1.35,1460.0,9246.58,3,0,0,Old Property,0,0,0,0,0,Unfurnished,Medium,Low Floor
flat,Sare Crescent Parc,sector 31,2.3,2350.0,9787.23,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,Mid Floor
flat,Signature Dax,sector 102,4.2,1622.0,25893.96,3,0,0,Under Construction,0,0,0,0,0,Unfurnished,Medium,High Floor
flat,Experion Heartsong,sector 14,1.95,1400.0,13928.57,3,0,0,New Property,0,0,0,0,0,Furnished,Medium,Low Floor
flat,Maruti Kunj,sector ,1.46,1705.0,8563.05,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,High Floor
flat,Palam,sector ,1.45,1750.0,8285.71,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,High Floor
flat,Godrej Zenith,sector 82,0.72,1573.0,4577.24,2,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,Low Floor
flat,Eldeco Fairway Reserve,sector 82,0.58,930.0,6236.56,2,0,0,New Property,0,0,0,0,0,Unfurnished,Medium,Low Floor
flat,Bestech Park View Spa Next,sector 56,1.75,1500.0,11666.67,3,0,0,New Property,0,0,0,0,0,Semi-Furnished,Medium,High Floor
