property_type,society,sector,price,built_up_area,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,study_room,servant_room,store_room,pooja_room,others,furnishing_type,luxury_score
flat, Agrante Vanmaya Premium Residences,51,2.35,1450.0,16206.9,3,0,0,2.0,New Property,0,0,0,0,0,Semi-Furnished,0.2
flat, Ansal Plot Palam Vihar,66,4.5,1600.0,28125.0,3,0,0,3.0,New Property,0,0,0,0,0,Semi-Furnished,0.27692307692307694
flat, Smartworld Orchard,,6.9,3000.0,23000.0,4,0,0,3.0,New Property,0,0,0,0,0,Semi-Furnished,0.5076923076923077
flat, RWA Residential Society,51,2.5,1419.0,17618.04,3,0,0,0.0,New Property,0,0,0,0,0,Semi-Furnished,0.2
flat, Unitech Uniworld City,71,3.51,1370.0,25620.44,3,0,0,32.0,New Property,0,0,0,0,0,Semi-Furnished,0.2
flat, Unitech Heritage City,56,3.75,1980.0,18939.39,3,0,0,5.0,New Property,0,0,0,0,0,Semi-Furnished,0.27692307692307694
flat, Altura at DXP 92,54,14.0,3430.0,40816.33,4,0,0,24.0,New Property,0,0,0,0,0,Semi-Furnished,0.5076923076923077
flat,  Rwa,108,3.4,1711.0,19871.42,3,0,0,9.0,New Property,0,0,0,0,0,Semi-Furnished,0.27692307692307694
flat, ,37,1.65,1522.0,10841.0,3,0,0,9.0,New Property,0,0,0,0,0,Semi-Furnished,0.27692307692307694
flat, Unitech Fresco,56,3.5,2200.0,15909.09,4,0,0,7.0,New Property,0,0,0,0,0,Semi-Furnished,0.4307692307692308
flat, Lotus Elise,66,4.5,2200.0,20454.55,3,0,0,9.0,New Property,0,0,0,0,0,Semi-Furnished,0.35384615384615387
flat, Godrej Oasis,36,1.1,698.0,15759.31,3,0,0,1.0,New Property,0,0,0,0,0,Semi-Furnished,0.2
flat, ,54,7.67,1638.0,46825.4,3,0,0,28.0,Under Construction,0,1,0,0,0,Furnished,0.5384615384615384
flat, DLF Regency Park 1,,2.55,1600.0,15937.5,3,0,0,6.0,New Property,0,0,0,0,0,Semi-Furnished,0.27692307692307694
flat, JMS Group Silver Liv,73,7.5,2750.0,27272.73,5,6,0,1.0,New Property,0,0,0,0,0,Furnished,0.6923076923076923
flat,  ,81,3.69,2103.0,17546.36,3,0,0,23.0,New Property,0,1,0,0,0,Semi-Furnished,0.5076923076923077
flat, ,108,5.25,2000.0,26250.0,4,0,0,26.0,Under Construction,0,0,0,0,0,Semi-Furnished,0.4307692307692308
flat, ,,8.5,4800.0,17708.33,4,0,0,4.0,New Property,0,0,0,0,0,Semi-Furnished,0.5076923076923077
flat, Today Blossoms II,53,6.5,2450.0,26530.61,4,0,0,4.0,New Property,0,0,0,0,0,Semi-Furnished,0.4307692307692308
flat, Emaar The Palm Drive,28,7.0,3737.0,18731.6,5,0,0,9.0,New Property,0,0,0,0,0,Semi-Furnished,0.5076923076923077
flat, Phase 3 DLF,67,0.8,600.0,13333.33,2,0,0,10.0,New Property,0,0,0,0,0,Semi-Furnished,0.12307692307692308
flat, Mayfield Garden,110,4.85,3400.0,14264.71,4,0,0,0.0,New Property,0,1,0,0,0,Semi-Furnished,0.6615384615384615
flat, Birla Pravaah,36,1.1,1120.0,9821.43,3,0,0,26.0,Under Construction,0,0,0,0,0,Unfurnished,0.3076923076923077
flat, Alaknanda Society,36,1.6,900.0,17777.78,3,0,0,3.0,New Property,0,0,0,0,0,Unfurnished,0.3076923076923077
flat, DLF The Belaire,70,2.9,1830.0,15846.99,3,2,3+,6.0,New Property,0,0,0,0,0,Semi-Furnished,0.35384615384615387
flat, Sobha City,83,1.75,1750.0,10000.0,3,0,0,3.0,New Property,0,0,0,0,0,Unfurnished,0.38461538461538464
flat, Piedmont Taksila heights,,1.6,2002.0,7992.01,3,0,0,3.0,Under Construction,0,0,0,0,0,Unfurnished,0.46153846153846156
flat, Hewo Apartments,76,3.55,2290.0,15502.18,3,0,0,11.0,New Property,0,0,0,0,0,Furnished,0.46153846153846156
flat, Emaar The Palm Drive,49,4.3,2238.0,19213.58,3,0,3+,9.0,Under Construction,0,0,0,0,0,Unfurnished,0.5384615384615384
flat, Signature Global Park 4 and 5,,2.8,1480.0,18918.92,3,0,0,0.0,New Property,0,0,0,0,0,Semi-Furnished,0.2
flat, Tulip Monsella,65,14.5,2200.0,65909.09,3,0,0,35.0,New Property,0,0,0,0,0,Semi-Furnished,0.35384615384615387
flat, Ansal Sushant Apartments,47,1.45,900.0,16111.11,2,0,0,1.0,New Property,0,0,0,0,0,Semi-Furnished,0.12307692307692308
flat, DLF Alameda,9,1.51,1691.0,8929.63,3,0,0,27.0,New Property,0,0,0,0,0,Semi-Furnished,0.27692307692307694
flat, DLF The Ultima,,9.95,4000.0,24875.0,3,0,0,0.0,New Property,0,0,0,0,0,Semi-Furnished,0.4307692307692308
flat, Sobha City Phase 6,71,2.6,1255.0,20717.13,3,0,0,1.0,New Property,0,0,0,0,0,Semi-Furnished,0.2
flat, Krrish Provence Estate,50,3.23,1897.0,17026.88,3,0,0,12.0,New Property,0,0,0,0,0,Unfurnished,0.38461538461538464
flat, Block H DLF Phase 1,51,4.15,2500.0,16600.0,4,0,0,3.0,New Property,0,1,0,0,0,Furnished,0.7692307692307693
flat, Parsvnath Exotica Phase 2,37,0.65,519.0,12524.08,2,2,0,10.0,New Property,0,0,0,0,0,Unfurnished,0.23076923076923078
flat, Essel Towers,89,4.35,2700.0,16111.11,4,0,0,27.0,Under Construction,0,0,0,0,0,Semi-Furnished,0.5076923076923077
flat, Pyramid Urban67A,47,3.3,1800.0,18333.33,3,4,0,2.0,New Property,0,1,0,0,0,Semi-Furnished,0.5076923076923077
flat, Indiabulls Enigma,84,2.3,1923.0,11960.48,3,0,0,3.0,New Property,0,0,0,0,0,Unfurnished,0.38461538461538464
flat, Signature Global Park 4 and 5,37,0.71,543.0,13075.51,2,0,0,5.0,New Property,0,0,0,0,0,Semi-Furnished,0.12307692307692308
flat, Sohna Road,49,7.0,4000.0,17500.0,4,0,0,4.0,New Property,0,0,0,0,0,Semi-Furnished,0.5076923076923077
flat, Paras Irene,104,2.4,1082.0,22181.15,3,0,0,26.0,Under Construction,0,0,0,0,0,Unfurnished,0.3076923076923077
flat, Vatika Lifestyle Homes,,2.9,1750.0,16571.43,3,0,0,29.0,New Property,0,0,0,0,0,Unfurnished,0.38461538461538464
flat, Ompee Tower,82,1.55,1500.0,10333.33,3,0,0,2.0,New Property,0,0,0,0,0,Unfurnished,0.38461538461538464
flat, Whiteland The ASPEN,48,3.25,3200.0,10156.25,4,4,0,4.0,New Property,0,0,0,0,0,Unfurnished,0.6923076923076923
flat, Central Park Flower Valley,76,5.5,5500.0,10000.0,6,0,0,4.0,New Property,0,0,0,0,0,Semi-Furnished,0.5076923076923077
flat, Godrej Aristocrat,107,1.25,1000.0,12500.0,2,0,0,8.0,New Property,0,0,0,0,0,Semi-Furnished,0.12307692307692308
flat, South City 2,50,2.4,1450.0,16551.72,3,0,0,11.0,New Property,0,0,0,0,0,Semi-Furnished,0.2
flat, ,,3.25,1900.0,17105.26,3,0,0,3.0,New Property,0,0,0,0,0,Semi-Furnished,0.27692307692307694
flat, Unitech Uniworld Garden II,59,9.6,6000.0,16000.0,3,0,0,18.0,New Property,0,0,0,0,0,Unfurnished,0.5384615384615384
flat, JMS The Majestic,81,1.99,2225.0,8943.82,4,0,0,8.0,New Property,0,0,0,0,0,Semi-Furnished,0.4307692307692308
flat, Independent Floors at DLF City Phase III,68,1.6,1102.0,14519.06,2,0,0,10.0,New Property,0,0,1,0,0,Furnished,0.3076923076923077
flat, Trehan Luxury Floors,108,2.1,1400.0,15000.0,3,0,0,1.0,New Property,0,1,0,0,0,Semi-Furnished,0.35384615384615387
flat, Unitech Escape,,3.5,4031.0,8682.71,5,0,0,7.0,New Property,0,0,0,0,0,Semi-Furnished,0.5076923076923077
flat, ,74,1.86,500.0,37200.0,1,0,0,8.0,New Property,0,0,0,0,0,Unfurnished,0.23076923076923078
flat, Signature Global The Millennia,83,2.5,1720.0,14534.88,3,0,0,2.0,New Property,0,1,0,0,0,Semi-Furnished,0.4307692307692308
flat, GODREJ ZENITH,35,1.85,1417.0,13055.75,3,0,0,1.0,New Property,1,0,0,0,0,Furnished,0.46153846153846156
flat, Malibu Town,52,1.6,1062.0,15065.91,2,0,0,1.0,New Property,0,0,0,0,0,Furnished,0.23076923076923078
flat, Signature Global The Millennia,92,0.9,1100.0,8181.82,1,0,0,6.0,New Property,0,0,0,0,0,Semi-Furnished,0.12307692307692308
flat, Ansals Palam Vihar,92,1.75,1700.0,10294.12,4,0,0,7.0,New Property,0,0,0,0,0,Unfurnished,0.46153846153846156
flat, Rosewood City,83,1.45,1245.0,11646.59,2,0,0,9.0,New Property,0,0,0,0,0,Semi-Furnished,0.12307692307692308
flat, Hero Homes,23,0.65,750.0,8666.67,2,0,0,2.0,New Property,0,0,0,0,0,Unfurnished,0.23076923076923078
flat, Dwarka Expressway,12,3.9,1600.0,24375.0,4,0,0,1.0,New Property,0,0,0,0,0,Unfurnished,0.46153846153846156
flat, Vatika India Next,77,1.95,1450.0,13448.28,3,0,0,6.0,New Property,0,0,0,0,0,Semi-Furnished,0.2
flat, Vipul World,86,2.29,1845.0,12411.92,3,0,0,12.0,New Property,0,0,0,0,0,Semi-Furnished,0.27692307692307694
flat, N,88,2.0,1550.0,12903.23,3,0,0,3.0,New Property,0,0,0,0,0,Unfurnished,0.38461538461538464
flat, ,79,1.96,1518.0,12911.73,3,0,0,3.0,Old Property,0,0,0,0,0,Unfurnished,0.38461538461538464
flat, Unitech Fresco,92,1.28,700.0,18285.71,3,0,0,26.0,Under Construction,0,0,0,0,0,Semi-Furnished,0.2
flat, Phase 1 DLF,82,4.0,2700.0,14814.81,4,0,0,4.0,New Property,0,1,0,1,0,Semi-Furnished,0.7384615384615385
flat, ,,2.53,1689.0,14979.28,3,0,0,36.0,New Property,0,0,0,0,0,Unfurnished,0.38461538461538464
flat, Vatika India Next,59,7.68,1624.0,47290.64,3,0,0,17.0,New Property,0,0,0,0,0,Furnished,0.38461538461538464
flat, Lavanya Apartments,83,1.75,1450.0,12068.97,3,0,0,27.0,Under Construction,0,0,0,0,0,Semi-Furnished,0.2
flat, M3M Mar,45,3.59,2600.0,13807.69,4,0,0,1.0,New Property,0,0,0,0,0,Semi-Furnished,0.5076923076923077
flat, Experion Heartsong,93,0.72,500.0,14400.0,2,0,0,1.0,New Property,0,0,0,0,0,Unfurnished,0.23076923076923078
flat, Tulip Infratech Ace,63,3.75,1765.0,21246.46,3,0,0,1.0,New Property,0,0,0,0,0,Semi-Furnished,0.27692307692307694
flat, M3M Corner Walk,,6.5,3200.0,20312.5,4,0,0,3.0,New Property,0,1,1,0,0,Semi-Furnished,0.7384615384615385
flat, Emaar Palm Garden,,4.25,2438.0,17432.32,4,0,0,4.0,New Property,0,0,0,0,0,Semi-Furnished,0.4307692307692308
flat,  Sohna,8,1.4,1215.0,11522.63,6,0,0,0.0,New Property,0,1,1,0,0,Semi-Furnished,0.5076923076923077
flat, Ardee City,,3.4,1716.0,19813.52,3,0,0,3.0,New Property,0,0,0,0,0,Semi-Furnished,0.27692307692307694
flat, Krisumi Waterfall Suites II,90,1.32,1000.0,13200.0,2,0,0,9.0,New Property,0,0,0,0,0,Semi-Furnished,0.12307692307692308
flat, Raheja Navodaya,,3.25,1642.0,19792.94,3,0,0,5.0,New Property,0,0,0,0,0,Semi-Furnished,0.27692307692307694
flat, Tulip Lane,106,2.25,1503.0,14970.06,4,0,0,2.0,New Property,0,0,0,0,0,Unfurnished,0.46153846153846156
flat, Sare Petioles,84,1.58,1200.0,13166.67,3,0,0,2.0,New Property,0,0,0,0,0,Semi-Furnished,0.2
flat, Vatika Gurgaon 21,99,2.0,1000.0,20000.0,3,0,0,1.0,New Property,0,0,0,0,0,Semi-Furnished,0.2
flat, ,23,11.0,8000.0,13750.0,10,0,0,0.0,New Property,0,0,0,1,0,Unfurnished,0.6923076923076923
flat, Mianwali Colony,104,3.5,2450.0,14285.71,3,0,0,15.0,New Property,0,0,0,0,0,Unfurnished,0.46153846153846156
flat, Emaar Palm Hills,70,2.85,1800.0,15833.33,4,0,0,2.0,New Property,0,0,0,0,0,Semi-Furnished,0.35384615384615387
flat, DLF New Town Heights 2,90,2.59,1800.0,14388.89,4,0,0,15.0,New Property,0,0,0,0,0,Semi-Furnished,0.35384615384615387
flat, Vatika Xpressions,,3.25,2400.0,13541.67,3,0,0,2.0,New Property,0,0,0,0,0,Semi-Furnished,0.35384615384615387
flat, M3M Antalya Hills Phase I,25,6.0,1646.0,36452.0,4,0,0,2.0,New Property,0,0,0,0,0,Semi-Furnished,0.35384615384615387
flat, Signature Global City 92 Phase 2,50,3.4,1955.0,17391.3,3,0,0,6.0,New Property,0,0,0,0,0,Semi-Furnished,0.27692307692307694
flat, Mapsko Royale Ville,,28.5,8000.0,35625.0,8,0,0,0.0,New Property,0,0,0,0,0,Semi-Furnished,0.5076923076923077
flat, Hero Homes,66,4.15,1550.0,26774.19,3,0,0,3.0,New Property,0,0,0,0,0,Semi-Furnished,0.27692307692307694
flat, ,54,11.5,2800.0,41071.43,4,0,0,8.0,New Property,0,0,0,0,0,Semi-Furnished,0.5076923076923077
flat, Mah,93,2.0,1530.0,13071.9,3,0,0,27.0,Under Construction,0,0,0,0,0,Semi-Furnished,0.27692307692307694
flat, SS Cendana,71,1.1,645.0,17054.26,3,0,0,4.0,New Property,0,0,0,0,0,Unfurnished,0.3076923076923077
flat, Jasm,60,3.25,1535.0,21172.64,2,2,1,8.0,New Property,0,1,0,0,0,Semi-Furnished,0.35384615384615387
flat, Phase 2 DLF,80,2.5,2262.0,11052.17,4,0,0,0.0,New Property,0,1,0,0,0,Semi-Furnished,0.5846153846153846
flat, Signature Global Orchard Avenue 2,,5.4,2700.0,20000.0,3,0,0,27.0,Under Construction,0,0,0,0,0,Semi-Furnished,0.4307692307692308
flat, Ardee City,111,4.35,2282.0,19062.23,3,0,0,9.0,Under Construction,0,0,0,0,0,Semi-Furnished,0.35384615384615387
flat, Adani Samsara Vilasa,103,1.25,1350.0,9259.26,2,0,0,6.0,New Property,0,0,0,0,0,Semi-Furnished,0.12307692307692308
flat, Phase 1 DLF,63,11.0,3950.0,27848.1,4,0,0,27.0,Under Construction,0,0,0,0,0,Unfurnished,0.6153846153846154
flat, Block P South City 1,43,2.6,1325.0,19622.64,3,0,0,8.0,New Property,0,0,0,0,0,Unfurnished,0.3076923076923077
flat,  ,95,0.598,645.0,9271.32,2,0,0,6.0,New Property,1,0,0,0,0,Unfurnished,0.38461538461538464
flat, Phase 2 DLF,50,9.25,3117.0,29675.97,1,0,0,0.0,New Property,0,0,0,0,0,Unfurnished,0.46153846153846156
flat, Shree Vardhman Flora,65,21.0,6050.0,34710.74,4,0,0,16.0,New Property,0,0,0,0,0,Semi-Furnished,0.5076923076923077
flat, Essel Towers,86,0.65,503.0,12922.47,2,0,0,6.0,New Property,0,0,0,0,0,Unfurnished,0.23076923076923078
flat, MRG Crown,84,1.35,980.0,13775.51,2,2,0,2.0,New Property,0,0,0,0,0,Semi-Furnished,0.12307692307692308
flat, ,68,2.4,1000.0,24000.0,3,3,0,3.0,New Property,0,0,0,0,0,Semi-Furnished,0.27692307692307694
flat, ,68,2.4,1500.0,16000.0,3,0,0,23.0,New Property,0,0,0,0,0,Unfurnished,0.38461538461538464
flat,  ,47,6.0,3700.0,16216.22,4,0,0,3.0,New Property,0,0,0,0,0,Semi-Furnished,0.5076923076923077
flat, Puri Emerald Bay,,9.0,3475.0,25899.28,4,0,0,3.0,New Property,0,0,0,0,0,Semi-Furnished,0.5076923076923077
flat, South City 2,46,3.25,2200.0,14772.73,3,0,0,4.0,New Property,0,0,0,0,0,Semi-Furnished,0.35384615384615387
flat, BPTP Astaire Gardens,52,1.9,1121.0,16949.15,2,0,0,7.0,New Property,0,0,0,0,0,Semi-Furnished,0.12307692307692308
flat, Shree Vardhman Flora,61,2.2,1100.0,20000.0,2,0,0,5.0,New Property,0,0,0,0,0,Semi-Furnished,0.12307692307692308
flat, Phase 3 DLF,104,5.09,1350.0,37703.7,3,0,0,29.0,New Property,0,0,0,0,0,Semi-Furnished,0.2
flat, The Close North,52,2.45,1300.0,18846.15,3,0,0,6.0,New Property,0,0,0,0,0,Semi-Furnished,0.2
flat, Phase 2 DLF Gurgaon,43,6.25,3000.0,20833.33,4,0,0,4.0,New Property,0,0,0,0,0,Semi-Furnished,0.5076923076923077
flat, ,,10.6,3800.0,27894.74,4,0,0,2.0,New Property,0,0,0,0,0,Unfurnished,0.6153846153846154
flat, DLF The Belaire,61,2.15,1100.0,19545.45,2,0,0,15.0,New Property,0,0,0,0,0,Semi-Furnished,0.12307692307692308
flat, Signature Global City 93,76,1.79,1300.0,13769.23,3,0,0,26.0,New Property,0,0,0,0,0,Unfurnished,0.3076923076923077
flat, Signature Andour Heights,2,4.0,2000.0,20000.0,3,0,0,0.0,New Property,0,0,0,0,0,Unfurnished,0.46153846153846156
flat, IREO Skyon,,16.0,3931.0,40702.11,4,0,0,4.0,New Property,0,1,1,0,0,Semi-Furnished,0.7384615384615385
flat, Godrej Frontier Gurgaon,72,5.5,1500.0,36666.67,4,0,0,9.0,New Property,0,0,0,0,0,Unfurnished,0.46153846153846156
flat, Elan The Presidential,89,1.76,1200.0,14666.67,3,0,0,2.0,New Property,0,0,0,0,0,Unfurnished,0.3076923076923077
flat, Puri Diplomatic Residences,63,2.25,1630.0,13803.68,3,0,0,2.0,New Property,0,0,0,0,0,Semi-Furnished,0.27692307692307694
flat, Landmark Residency,,2.3,1150.0,20000.0,2,0,0,12.0,New Property,0,0,1,0,0,Unfurnished,0.3076923076923077
flat, DLF The Arbour,,2.7,1700.0,15882.35,3,0,0,1.0,New Property,0,0,0,0,0,Semi-Furnished,0.27692307692307694
flat, Maple Heights,50,3.9,2035.0,19164.62,3,0,0,19.0,New Property,0,0,0,0,0,Semi-Furnished,0.35384615384615387
flat, Rof Ananda,61,2.7,1200.0,22500.0,3,0,0,2.0,New Property,0,0,0,0,0,Semi-Furnished,0.2
flat, Unitech Woodstock Floors,,4.53,1800.0,25166.67,4,0,0,31.0,New Property,0,0,0,0,0,Unfurnished,0.46153846153846156
flat, Tribeca Trump Tower,69,2.8,2400.0,11666.67,4,0,0,5.0,New Property,0,0,0,0,0,Semi-Furnished,0.4307692307692308
flat, Pyramid Urban Homes 2,54,7.0,1984.0,35282.26,3,0,0,4.0,New Property,0,0,0,0,0,Semi-Furnished,0.27692307692307694
flat, Alpha Gurgaon One,35,1.66,1205.0,13775.93,3,0,0,7.0,New Property,0,0,0,0,0,Semi-Furnished,0.2
flat, M3M Mar,113,3.55,2050.0,17317.07,4,0,0,4.0,New Property,0,0,0,0,0,Semi-Furnished,0.4307692307692308
flat, Pareena Sec68,108,2.3,2003.0,11482.78,3,0,0,5.0,New Property,0,0,0,0,0,Semi-Furnished,0.35384615384615387
flat, Malibu Town,73,4.61,1528.0,30170.16,3,0,0,0.0,New Property,0,0,0,0,0,Unfurnished,0.38461538461538464
flat, Vipul Belmonte,54,10.0,3065.0,32626.43,4,0,0,5.0,New Property,0,0,0,0,0,Semi-Furnished,0.5076923076923077
flat, ,92,1.28,800.0,16000.0,3,0,0,2.0,New Property,0,0,0,0,0,Semi-Furnished,0.2
flat, Ansal Sushant Estate,71,4.62,2780.0,16618.71,3,0,0,4.0,New Property,0,0,0,0,0,Unfurnished,0.5384615384615384
flat, Pioneer Park,70,1.7,1395.0,12186.38,3,0,0,2.0,New Property,0,0,0,0,0,Semi-Furnished,0.2
flat, The Palatial by Hero Homes,,1.95,2430.0,8024.69,3,0,0,2.0,New Property,0,0,0,0,0,Semi-Furnished,0.35384615384615387
flat, Pocket A  ,82,1.65,1268.0,13012.62,3,0,0,1.0,New Property,0,0,0,0,0,Semi-Furnished,0.2
flat, Ansal Sushant Estate,53,13.5,3450.0,39130.43,5,0,0,18.0,New Property,0,0,0,0,0,Semi-Furnished,0.5076923076923077
flat, Sushant Lok-I,63,2.45,1700.0,14411.76,4,0,0,3.0,New Property,0,0,0,0,0,Semi-Furnished,0.35384615384615387
flat, Phase 4 DLF,49,2.9,1620.0,17901.23,3,0,0,11.0,New Property,0,0,0,0,0,Semi-Furnished,0.27692307692307694
flat, Pioneer Park,109,2.55,2150.0,11860.47,3,0,0,16.0,New Property,0,0,0,0,0,Semi-Furnished,0.35384615384615387
flat, Whiteland Blissville,36,4.75,1946.0,24409.04,3,0,0,5.0,New Property,0,0,0,0,0,Semi-Furnished,0.27692307692307694
flat,  Palam Vihar ,43,2.5,1600.0,15625.0,3,0,0,1.0,New Property,0,0,0,0,0,Semi-Furnished,0.27692307692307694
flat, Central Park 2,71,3.39,1900.0,17842.11,3,0,0,0.0,New Property,0,0,0,0,0,Unfurnished,0.38461538461538464
flat,  Sohna,30,4.8,2000.0,24000.0,3,0,0,4.0,New Property,0,0,0,0,0,Unfurnished,0.46153846153846156
flat, Tata Primanti,,10.0,2704.0,36982.25,4,0,0,25.0,New Property,0,0,0,0,0,Semi-Furnished,0.5076923076923077
flat, M3M Soulitude,106,4.2,2400.0,17500.0,4,0,0,10.0,New Property,0,0,0,0,0,Semi-Furnished,0.4307692307692308
flat, CBS Luxury Builder Floors,9,3.0,2300.0,13043.48,4,0,0,1.0,New Property,0,0,0,0,0,Semi-Furnished,0.4307692307692308
flat, DLF Regency Park 1,77,3.35,2800.0,11964.29,4,0,0,31.0,New Property,0,0,0,0,0,Semi-Furnished,0.5076923076923077
flat, Palam Vihar,95,1.35,1200.0,11250.0,3,0,0,1.0,New Property,0,0,0,0,0,Semi-Furnished,0.2
flat, Unitech Harmony,,2.8,1600.0,17500.0,3,0,0,3.0,New Property,0,0,0,0,0,Semi-Furnished,0.27692307692307694
flat, Smartworld Orchard,36,0.82,850.0,9647.06,2,0,0,1.0,New Property,0,0,0,0,0,Furnished,0.23076923076923078
flat, M3M,113,4.3,2080.0,20673.08,3,0,0,0.0,Old Property,0,0,0,0,0,Unfurnished,0.46153846153846156
flat, Tulip Purple,67,5.99,3103.0,19303.9,4,0,0,0.0,New Property,0,0,0,0,0,Unfurnished,0.6153846153846154
flat, DLF Park Place,24,6.5,1900.0,34210.53,3,3,3,2.0,New Property,0,1,0,1,0,Unfurnished,0.7692307692307693
flat, Group Silverglades The Melia,89,2.67,1500.0,17800.0,3,0,0,29.0,New Property,0,0,0,0,0,Unfurnished,0.38461538461538464
flat, M3M Capital,,8.5,4800.0,17708.33,4,0,0,1.0,New Property,0,0,0,0,0,Semi-Furnished,0.5076923076923077
flat, Experion Heartsong,90,3.6,2530.0,14229.25,4,0,0,0.0,New Property,0,0,0,0,0,Semi-Furnished,0.5076923076923077
flat, DLF Alameda,48,2.85,1728.0,16493.06,4,0,0,3.0,New Property,0,0,0,0,0,Unfurnished,0.46153846153846156
flat, DLF The Belaire,,2.4,1400.0,17142.86,4,0,0,2.0,New Property,0,0,0,0,0,Semi-Furnished,0.27692307692307694
flat, Signature Global City 92,50,4.18,2200.0,19000.0,3,4,2,0.0,New Property,0,0,0,0,0,Semi-Furnished,0.5076923076923077
flat, Sushant Lok C Block,,8.0,3300.0,24242.42,4,0,0,0.0,Under Construction,0,0,0,0,0,Unfurnished,0.6153846153846154
flat, Signatureglobal Titanium SPR,,0.48,560.0,8571.43,2,0,0,2.0,New Property,0,0,0,0,0,Semi-Furnished,0.12307692307692308
flat, Nature Valley,62,3.35,940.0,35638.3,2,0,0,28.0,Under Construction,0,0,0,0,0,Semi-Furnished,0.12307692307692308
flat, Palam Vihar,,1.2,2800.0,4285.71,8,0,0,0.0,New Property,0,0,0,0,0,Semi-Furnished,0.5076923076923077
flat, Vatika Primrose Floors,55,2.0,1690.0,11834.32,3,0,0,2.0,New Property,0,0,0,0,0,Semi-Furnished,0.27692307692307694
flat, Vipul Belmonte,106,2.9,1456.0,19917.58,3,0,0,12.0,New Property,0,0,0,0,0,Unfurnished,0.3076923076923077
flat, Unitech Deerwood,,2.3,1500.0,15333.33,3,0,0,0.0,New Property,0,0,0,0,0,Semi-Furnished,0.27692307692307694
flat, Anant Raj Estate,,10.0,500.0,200000.0,4,0,0,4.0,New Property,0,0,0,0,0,Semi-Furnished,0.27692307692307694
flat, orchid petals,33,3.77,1999.0,18859.43,3,0,0,26.0,Under Construction,0,0,0,0,0,Semi-Furnished,0.27692307692307694
flat, ATS Tourmal,67,3.95,1550.0,25483.87,3,0,0,3.0,New Property,0,0,0,0,0,Semi-Furnished,0.27692307692307694
flat, Ansals Palam Vihar,85,1.65,1671.0,9874.33,2,0,0,15.0,New Property,0,0,0,0,0,Semi-Furnished,0.2
flat, Krisumi Waterside Residences,65,20.0,3797.0,52673.16,4,0,0,20.0,New Property,0,0,0,0,0,Semi-Furnished,0.5076923076923077
flat, Sushant Lok-I,103,2.1,1889.0,11116.99,3,3,3,8.0,New Property,0,0,0,0,0,Semi-Furnished,0.4307692307692308
flat, Birla Pravaah,79,1.58,1000.0,15800.0,2,0,0,7.0,New Property,0,0,0,0,0,Semi-Furnished,0.12307692307692308
flat, DLF Park Place,85,1.65,1975.0,8354.43,4,0,0,10.0,New Property,0,0,0,0,0,Semi-Furnished,0.35384615384615387
flat, Godrej Meridien,27,3.7,1777.0,20821.61,3,0,0,16.0,New Property,0,0,0,0,0,Semi-Furnished,0.27692307692307694
flat, ,61,2.7,1580.0,17088.61,3,0,0,7.0,New Property,0,0,0,0,0,Semi-Furnished,0.27692307692307694
flat, The Select Premia,61,3.0,1712.0,17523.36,3,0,0,3.0,New Property,0,0,0,0,0,Semi-Furnished,0.27692307692307694
flat, JMS The Nation,7,1.55,2200.0,7045.45,4,0,0,1.0,New Property,0,0,0,0,0,Semi-Furnished,0.4307692307692308
flat, Ultra Luxury Floors at South City 1,70,1.9,1200.0,15833.33,4,0,0,2.0,New Property,0,0,0,0,0,Semi-Furnished,0.27692307692307694
flat, Signature The Serenas,99,2.17,1150.0,18869.57,2,0,0,26.0,New Property,0,0,0,0,0,Semi-Furnished,0.12307692307692308
flat, M3M Mansion,24,0.25,1043.0,2396.93,2,0,0,13.0,New Property,0,0,0,0,0,Unfurnished,0.23076923076923078
flat, M3M Merl,56,2.5,1456.0,17170.33,3,3,2,5.0,New Property,0,0,0,0,0,Semi-Furnished,0.35384615384615387
flat, Ambience Lagoon,,4.5,3240.0,13888.89,4,0,0,1.0,New Property,0,0,0,0,0,Semi-Furnished,0.5076923076923077
flat, Arttech The Story House,,5.0,2000.0,25000.0,4,0,0,4.0,New Property,0,0,0,0,0,Semi-Furnished,0.4307692307692308
flat, Gwal Pahari,57,2.5,2000.0,12500.0,4,0,0,3.0,New Property,0,1,0,0,0,Semi-Furnished,0.5846153846153846
flat, SS Camasa,48,0.847,850.0,9964.71,2,0,0,0.0,New Property,0,0,0,0,0,Semi-Furnished,0.12307692307692308
flat, Ansal Harmony Homes,,18.0,3600.0,50000.0,6,0,0,1.0,New Property,0,0,0,0,0,Semi-Furnished,0.5076923076923077
flat, Unitech Cedar Crest Nirvana Country,104,1.7,683.0,24890.19,2,0,0,22.0,New Property,0,0,0,0,0,Semi-Furnished,0.12307692307692308
flat, Silverglades Hightown Residences,93,2.2,1205.0,18257.26,3,0,0,5.0,New Property,0,0,0,0,0,Semi-Furnished,0.2
flat, Patel Nagar,89,1.95,1494.0,13052.21,3,0,0,4.0,New Property,0,0,0,0,0,Unfurnished,0.3076923076923077
flat, Urban Oasis Phase 4,6,0.58,629.0,9220.99,2,0,0,4.0,New Property,0,0,0,0,0,Semi-Furnished,0.12307692307692308
